Nome,Arquivados,Retirados,Tramitando,Aguardando,Total,Partido,Ano 
JOSÉ NUNES,0,0,0,0,0,PSD,2009
PAULO FREIRE COSTA,0,0,0,0,0,PL,2009
JOSÉ ROCHA,0,0,1,0,1,PL,2009
LUCIANO DUCCI,0,0,0,0,0,PSB,2009
PAULO GUEDES,0,0,0,0,0,PT,2009
CELSO MALDANER,0,0,3,0,3,MDB,2009
NILSON PINTO,0,0,0,0,0,PSDB,2009
RUBENS BUENO,0,0,0,0,0,CIDADANIA,2009
DAVID SOARES,0,0,0,0,0,DEM,2009
DENIS BEZERRA,0,0,0,0,0,PSB,2009
RENATA ABREU,0,0,0,0,0,PODE,2009
JOSÉ RICARDO,0,0,0,0,0,PT,2009
MARLON SANTOS,0,0,0,0,0,PDT,2009
VALDEVAN NOVENTA,0,0,0,0,0,PSC,2009
AFONSO HAMM,0,0,0,1,1,PP,2009
ZECA DIRCEU,0,0,0,0,0,PT,2009
GUSTINHO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2009
BENEDITA DA SILVA,0,0,0,0,0,PT,2009
ALICE PORTUGAL,0,0,3,1,4,PCdoB,2009
PAULO PIMENTA,1,0,3,2,6,PT,2009
GIOVANI CHERINI,0,0,0,0,0,PL,2009
ALESSANDRO MOLON,0,0,0,0,0,PSB,2009
AROLDO MARTINS,0,0,0,0,0,PRB,2009
ALIEL MACHADO,0,0,0,0,0,PSB,2009
AFONSO FLORENCE,0,0,0,0,0,PT,2009
ALEXANDRE PADILHA,0,0,0,0,0,PT,2009
DRA. VANDA MILANI,0,0,0,0,0,SOLIDARIEDADE,2009
IDILVAN ALENCAR,0,0,0,0,0,PDT,2009
JÚNIOR MANO,0,0,0,0,0,PL,2009
ODAIR CUNHA,1,0,0,0,1,PT,2009
NATÁLIA BONAVIDES,0,0,0,0,0,PT,2009
TITO,0,0,0,0,0,AVANTE,2009
CAPITÃO WAGNER,0,0,0,0,0,PROS,2009
ALINE SLEUTJES,0,0,0,0,0,PSL,2009
ÁTILA LIRA,1,0,0,0,1,PSB,2009
FELIPE FRANCISCHINI,0,0,0,0,0,PSL,2009
MARGARIDA SALOMÃO,0,0,0,0,0,PT,2009
DANRLEI DE DEUS HINTERHOLZ,0,0,0,0,0,PSD,2009
PAULO AZI,0,0,0,0,0,DEM,2009
SEBASTIÃO OLIVEIRA,0,0,0,0,0,PL,2009
ANGELA AMIN,0,0,0,0,0,PP,2009
PROFESSOR JOZIEL,0,0,0,0,0,PSL,2009
DR. JAZIEL,0,0,0,0,0,PL,2009
MARINA SANTOS,0,0,0,0,0,SOLIDARIEDADE,2009
JUNINHO DO PNEU,0,0,0,0,0,DEM,2009
FLORDELIS,0,0,0,0,0,PSD,2009
EDILÁZIO JÚNIOR,0,0,0,0,0,PSD,2009
ROBERTO PESSOA,0,0,0,0,0,PSDB,2009
PROFESSORA DAYANE PIMENTEL,0,0,0,0,0,PSL,2009
JOÃO H. CAMPOS,0,0,0,0,0,PSB,2009
FÁBIO FARIA,1,0,1,1,3,PSD,2009
ADRIANO DO BALDY,0,0,0,0,0,PP,2009
WALDENOR PEREIRA,0,0,0,0,0,PT,2009
OTONI DE PAULA,0,0,0,0,0,PSC,2009
GLAUSTIN FOKUS,0,0,0,0,0,PSC,2009
EDUARDO COSTA,0,0,0,0,0,PTB,2009
PADRE JOÃO,0,0,0,0,0,PT,2009
RICARDO IZAR,0,0,0,0,0,PP,2009
PAULÃO,0,0,0,0,0,PT,2009
CAPITÃO ALBERTO NETO,0,0,0,0,0,PRB,2009
GENECIAS NORONHA,0,0,0,0,0,SOLIDARIEDADE,2009
GUILHERME MUSSI,0,0,0,0,0,PP,2009
HENRIQUE FONTANA,0,0,0,0,0,PT,2009
DANIEL SILVEIRA,0,0,0,0,0,PSL,2009
MARCOS PEREIRA,0,0,0,0,0,PRB,2009
CLARISSA GAROTINHO,0,0,0,0,0,PROS,2009
AJ ALBUQUERQUE,0,0,0,0,0,PP,2009
WOLNEY QUEIROZ,0,0,0,0,0,PDT,2009
OTACI NASCIMENTO,0,0,0,0,0,SOLIDARIEDADE,2009
HERCULANO PASSOS,0,0,0,0,0,MDB,2009
LUCIO MOSQUINI,0,0,0,0,0,MDB,2009
ZÉ CARLOS,0,0,0,0,0,PT,2009
DANIEL COELHO,0,0,0,0,0,CIDADANIA,2009
GILBERTO NASCIMENTO,0,0,0,0,0,PSC,2009
RODRIGO DE CASTRO,0,0,0,1,1,PSDB,2009
EDNA HENRIQUE,0,0,0,0,0,PSDB,2009
ALEXANDRE SERFIOTIS,0,0,0,0,0,PSD,2009
MARCELO BRUM,0,0,0,0,0,PSL,2009
JOSEILDO RAMOS,0,0,0,0,0,PT,2009
GURGEL,0,0,0,0,0,PSL,2009
GUTEMBERG REIS,0,0,0,0,0,MDB,2009
DIEGO GARCIA,0,0,0,0,0,PODE,2009
CARLOS ZARATTINI,1,0,0,1,2,PT,2009
IRACEMA PORTELLA,0,0,0,0,0,PP,2009
HAROLDO CATHEDRAL,0,0,0,0,0,PSD,2009
JEFFERSON CAMPOS,1,0,7,6,14,PSB,2009
ALÊ SILVA,0,0,0,0,0,PSL,2009
SERGIO VIDIGAL,0,0,0,0,0,PDT,2009
MAURO LOPES,0,0,0,0,0,MDB,2009
MARIA ROSAS,0,0,0,0,0,PRB,2009
RUI FALCÃO,0,0,0,0,0,PT,2009
MAGDA MOFATTO,0,0,0,0,0,PL,2009
ALUISIO MENDES,0,0,0,0,0,PODE,2009
CARLOS JORDY,0,0,0,0,0,PSL,2009
RICARDO BARROS,1,0,1,0,2,PP,2009
GLAUBER BRAGA,0,0,1,1,2,PSOL,2009
SUBTENENTE GONZAGA,0,0,0,0,0,PDT,2009
CEZINHA DE MADUREIRA,0,0,0,0,0,PSD,2009
SANTINI,0,0,0,0,0,PTB,2009
ROGÉRIO PENINHA MENDONÇA,0,0,0,0,0,MDB,2009
PASTOR EURICO,0,0,0,0,0,PATRIOTA,2009
DANIELA DO WAGUINHO,0,0,0,0,0,MDB,2009
TABATA AMARAL,0,0,0,0,0,PDT,2009
PEDRO PAULO,0,0,0,0,0,DEM,2009
VALTENIR PEREIRA,0,0,2,1,3,MDB,2009
ALTINEU CÔRTES,0,0,0,0,0,PL,2009
FERNANDO COELHO FILHO,1,0,3,0,4,DEM,2009
JOSIMAR MARANHÃOZINHO,0,0,0,0,0,PL,2009
DA VITORIA,0,0,0,0,0,CIDADANIA,2009
CARLOS CHIODINI,0,0,0,0,0,MDB,2009
OSSESIO SILVA,0,0,0,0,0,PRB,2009
CHARLES FERNANDES,0,0,0,0,0,PSD,2009
LAFAYETTE DE ANDRADA,0,0,0,0,0,PRB,2009
RAIMUNDO COSTA,0,0,0,0,0,PL,2009
MOSES RODRIGUES,0,0,0,0,0,MDB,2009
AGUINALDO RIBEIRO,0,0,0,0,0,PP,2009
CHARLLES EVANGELISTA,0,0,0,0,0,PSL,2009
WLADIMIR GAROTINHO,0,0,0,0,0,PSD,2009
DR. LUIZ ANTONIO TEIXEIRA JR.,0,0,0,0,0,PP,2009
ARNALDO JARDIM,0,0,0,0,0,CIDADANIA,2009
SÓSTENES CAVALCANTE,0,0,0,0,0,DEM,2009
CELSO RUSSOMANNO,1,0,0,1,2,PRB,2009
SÂMIA BOMFIM,0,0,0,0,0,PSOL,2009
LEANDRE,0,0,0,0,0,PV,2009
LUISA CANZIANI,0,0,0,0,0,PTB,2009
LUIZÃO GOULART,0,0,0,0,0,PRB,2009
FERNANDA MELCHIONNA,0,0,0,0,0,PSOL,2009
HELDER SALOMÃO,0,0,0,0,0,PT,2009
REJANE DIAS,0,0,0,0,0,PT,2009
CÉLIO MOURA,0,0,0,0,0,PT,2009
MÁRCIO JERRY,0,0,0,0,0,PCdoB,2009
PEDRO AUGUSTO BEZERRA,0,0,0,0,0,PTB,2009
DELEGADO MARCELO FREITAS,0,0,0,0,0,PSL,2009
LOESTER TRUTIS,0,0,0,0,0,PSL,2009
EFRAIM FILHO,1,0,0,0,1,DEM,2009
MILTON VIEIRA,0,0,2,0,2,PRB,2009
VICENTINHO,0,0,4,3,7,PT,2009
LAERCIO OLIVEIRA,0,0,0,0,0,PP,2009
ALEXANDRE LEITE,0,0,0,0,0,DEM,2009
FILIPE BARROS,0,0,0,0,0,PSL,2009
LÍDICE DA MATA,1,0,1,0,2,PSB,2009
CARLA ZAMBELLI,0,0,0,0,0,PSL,2009
JOÃO CARLOS BACELAR,0,0,0,0,0,PL,2009
ROSE MODESTO,0,0,0,0,0,PSDB,2009
CHRISTINO AUREO,0,0,0,0,0,PP,2009
IVAN VALENTE,0,0,1,1,2,PSOL,2009
JUAREZ COSTA,0,0,0,0,0,MDB,2009
CARMEN ZANOTTO,0,0,0,0,0,CIDADANIA,2009
HUGO LEAL,1,0,0,0,1,PSD,2009
FRANCISCO JR.,0,0,0,0,0,PSD,2009
ROGÉRIO CORREIA,0,0,0,0,0,PT,2009
PAULO PEREIRA DA SILVA,0,0,1,0,1,SOLIDARIEDADE,2009
PINHEIRINHO,0,0,0,0,0,PP,2009
LUIZA ERUNDINA,0,0,0,0,0,PSOL,2009
PROFESSORA MARCIVANIA,0,0,0,0,0,PCdoB,2009
EDUARDO BISMARCK,0,0,0,0,0,PDT,2009
SCHIAVINATO,0,0,0,0,0,PP,2009
GASTÃO VIEIRA,0,0,0,0,0,PROS,2009
ASSIS CARVALHO,0,0,0,0,0,PT,2009
ENRICO MISASI,0,0,0,0,0,PV,2009
EDUARDO BRAIDE,0,0,0,0,0,PMN,2009
FRED COSTA,0,0,0,0,0,PATRIOTA,2009
FLÁVIA MORAIS,0,0,0,0,0,PDT,2009
FÁBIO RAMALHO,0,0,0,0,0,MDB,2009
TED CONTI,0,0,0,0,0,PSB,2009
ELCIONE BARBALHO,0,0,1,2,3,MDB,2009
JÚNIOR BOZZELLA,0,0,0,0,0,PSL,2009
MARCELO ARO,0,0,0,0,0,PP,2009
SANDERSON,0,0,0,0,0,PSL,2009
EDUARDO BOLSONARO,0,0,0,0,0,PSL,2009
LEDA SADALA,0,0,0,0,0,AVANTE,2009
MAJOR FABIANA,0,0,0,0,0,PSL,2009
LUIZ ANTÔNIO CORRÊA,0,0,0,0,0,S.PART.,2009
SORAYA SANTOS,0,0,0,0,0,PL,2009
AÉCIO NEVES,0,0,0,0,0,PSDB,2009
JOÃO ROMA,0,0,0,0,0,PRB,2009
PEDRO CUNHA LIMA,0,0,0,0,0,PSDB,2009
ALENCAR SANTANA BRAGA,0,0,0,0,0,PT,2009
MARIANA CARVALHO,0,0,0,0,0,PSDB,2009
JULIO CESAR RIBEIRO,0,0,0,0,0,PRB,2009
EDUARDO DA FONTE,0,0,2,1,3,PP,2009
BIA CAVASSA,0,0,0,0,0,PSDB,2009
DR. FREDERICO,0,0,0,0,0,PATRIOTA,2009
CARLOS GOMES,0,0,0,0,0,PRB,2009
AUREO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2009
ÁUREA CAROLINA,0,0,0,0,0,PSOL,2009
ANDRÉ FUFUCA,0,0,0,0,0,PP,2009
RENILDO CALHEIROS,0,0,0,0,0,PCdoB,2009
DANILO CABRAL,0,0,0,0,0,PSB,2009
PROFESSORA DORINHA SEABRA REZENDE,0,0,0,0,0,DEM,2009
ARTHUR LIRA,0,0,0,0,0,PP,2009
BOSCO COSTA,0,0,0,0,0,PL,2009
DELEGADO ANTÔNIO FURTADO,0,0,0,0,0,PSL,2009
FÁBIO TRAD,0,0,0,0,0,PSD,2009
JOENIA WAPICHANA,0,0,0,0,0,REDE,2009
DR. ZACHARIAS CALIL,0,0,0,0,0,DEM,2009
EDUARDO BARBOSA,0,0,0,2,2,PSDB,2009
DIEGO ANDRADE,0,0,0,0,0,PSD,2009
DRA. SORAYA MANATO,0,0,0,0,0,PSL,2009
BRUNA FURLAN,0,0,0,0,0,PSDB,2009
DAVID MIRANDA,0,0,0,0,0,PSOL,2009
OTTO ALENCAR FILHO,0,0,0,0,0,PSD,2009
ZÉ NETO,0,0,0,0,0,PT,2009
PAULO MAGALHÃES,1,0,0,0,1,PSD,2009
JORGE BRAZ,0,0,0,0,0,PRB,2009
MIGUEL LOMBARDI,0,0,0,0,0,PL,2009
HEITOR SCHUCH,0,0,0,0,0,PSB,2009
TÚLIO GADÊLHA,0,0,0,0,0,PDT,2009
SIDNEY LEITE,0,0,0,0,0,PSD,2009
CÉLIO STUDART,0,0,0,0,0,PV,2009
BIRA DO PINDARÉ,0,0,0,0,0,PSB,2009
ANDRÉ JANONES,0,0,0,0,0,AVANTE,2009
CELINA LEÃO,0,0,0,0,0,PP,2009
ISNALDO BULHÕES JR.,0,0,0,0,0,MDB,2009
ENÉIAS REIS,0,0,0,0,0,PSL,2009
NORMA AYUB,0,0,0,0,0,DEM,2009
FELIPE RIGONI,0,0,0,0,0,PSB,2009
PASTOR SARGENTO ISIDÓRIO,0,0,0,0,0,AVANTE,2009
BENES LEOCÁDIO,0,0,0,0,0,PRB,2009
LIZIANE BAYER,0,0,0,0,0,PSB,2009
STEFANO AGUIAR,0,0,0,0,0,PSD,2009
MARCELO CALERO,0,0,0,0,0,CIDADANIA,2009
LAURIETE,0,0,0,0,0,PL,2009
GERVÁSIO MAIA,0,0,0,0,0,PSB,2009
RODRIGO COELHO,0,0,0,0,0,PSB,2009
CHIQUINHO BRAZÃO,0,0,0,0,0,AVANTE,2009
LUIZ LIMA,0,0,0,0,0,PSL,2009
ROSANA VALLE,0,0,0,0,0,PSB,2009
ALEXANDRE FROTA,0,0,0,0,0,PSL,2009
ARLINDO CHINAGLIA,0,0,0,1,1,PT,2009
JÚNIOR FERRARI,0,0,0,0,0,PSD,2009
MARCELO MORAES,0,0,0,0,0,PTB,2009
LUIZ FLÁVIO GOMES,0,0,0,0,0,PSB,2009
MAJOR VITOR HUGO,0,0,0,0,0,PSL,2009
EMIDINHO MADEIRA,0,0,0,0,0,PSB,2009
LOURIVAL GOMES,0,0,0,0,0,PSL,2009
DR. LEONARDO,0,0,0,0,0,SOLIDARIEDADE,2009
PAULO RAMOS,0,0,0,0,0,PDT,2009
ADOLFO VIANA,0,0,0,0,0,PSDB,2009
LUCIANO BIVAR,0,0,0,0,0,PSL,2009
BIBO NUNES,0,0,0,0,0,PSL,2009
HÉLIO COSTA,0,0,0,0,0,PRB,2009
EMANUEL PINHEIRO NETO,0,0,0,0,0,PTB,2009
PASTOR GILDENEMYR,0,0,0,0,0,PL,2009
GIOVANI FELTES,0,0,0,0,0,MDB,2009
LUCAS REDECKER,0,0,0,0,0,PSDB,2009
GENERAL GIRÃO,0,0,0,0,0,PSL,2009
LUCAS GONZALEZ,0,0,0,0,0,NOVO,2009
ALCIDES RODRIGUES,0,0,0,0,0,PATRIOTA,2009
RICARDO GUIDI,0,0,0,0,0,PSD,2009
ANDRÉ FERREIRA,0,0,0,0,0,PSC,2009
SARGENTO FAHUR,0,0,0,0,0,PSD,2009
PEDRO LUPION,0,0,0,0,0,DEM,2009
SERGIO TOLEDO,0,0,0,0,0,PL,2009
MARCO BERTAIOLLI,0,0,0,0,0,PSD,2009
JOSÉ MEDEIROS,0,0,0,0,0,PODE,2009
LÉO MOTTA,0,0,0,0,0,PSL,2009
GILBERTO ABRAMO,0,0,0,0,0,PRB,2009
ELI BORGES,0,0,0,0,0,SOLIDARIEDADE,2009
JUNIOR LOURENÇO,0,0,0,0,0,PL,2009
FRANCO CARTAFINA,0,0,0,0,0,PP,2009
HELIO LOPES,0,0,0,0,0,PSL,2009
MAURO NAZIF,1,0,2,0,3,PSB,2009
LUIZ CARLOS MOTTA,0,0,0,0,0,PL,2009
POLICIAL KATIA SASTRE,0,0,0,0,0,PL,2009
WELITON PRADO,0,0,0,0,0,PROS,2009
JOSE MARIO SCHREINER,0,0,0,0,0,DEM,2009
AMARO NETO,0,0,0,0,0,PRB,2009
MAURO BENEVIDES FILHO,0,0,0,0,0,PDT,2009
LUIS TIBÉ,0,0,0,0,0,AVANTE,2009
NEWTON CARDOSO JR,0,0,0,0,0,MDB,2009
IGOR KANNÁRIO,0,0,0,0,0,PHS,2009
ALEXIS FONTEYNE,0,0,0,0,0,NOVO,2009
GENERAL PETERNELLI,0,0,0,0,0,PSL,2009
VILSON DA FETAEMG,0,0,0,0,0,PSB,2009
LÉO MORAES,0,0,0,0,0,PODE,2009
CORONEL TADEU,0,0,0,0,0,PSL,2009
FELÍCIO LATERÇA,0,0,0,0,0,PSL,2009
TIRIRICA,0,0,0,0,0,PL,2009
MERLONG SOLANO,0,0,0,0,0,PT,2009
KIM KATAGUIRI,0,0,0,0,0,DEM,2009
CHRIS TONIETTO,0,0,0,0,0,PSL,2009
BIA KICIS,0,0,0,0,0,PSL,2009
JOICE HASSELMANN,0,0,0,0,0,PSL,2009
CORONEL ARMANDO,0,0,0,0,0,PSL,2009
HERMES PARCIANELLO,0,0,2,2,4,MDB,2009
GUIGA PEIXOTO,0,0,0,0,0,PSL,2009
MARCIO ALVINO,0,0,0,0,0,PL,2009
LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,0,0,0,0,0,PSL,2009
RODRIGO MAIA,0,0,2,0,2,DEM,2009
GUSTAVO FRUET,1,0,0,0,1,PDT,2009
SÉRGIO BRITO,0,0,0,0,0,PSD,2009
DELEGADO WALDIR,0,0,0,0,0,PSL,2009
DR. LUIZ OVANDO,0,0,0,0,0,PSL,2009
CARLOS BEZERRA,0,0,15,12,27,MDB,2009
GREYCE ELIAS,0,0,0,0,0,AVANTE,2009
RODRIGO AGOSTINHO,0,0,0,0,0,PSB,2009
CAROLINE DE TONI,0,0,0,0,0,PSL,2009
ABOU ANNI,0,0,0,0,0,PSL,2009
JOSIAS GOMES,0,0,0,0,0,PT,2009
PROFESSOR ISRAEL BATISTA,0,0,0,0,0,PV,2009
FELIPE CARRERAS,0,0,0,0,0,PSB,2009
DANIEL TRZECIAK,0,0,0,0,0,PSDB,2009
CAPITÃO FÁBIO ABREU,0,0,0,0,0,PL,2009
RUBENS PEREIRA JÚNIOR,0,0,0,0,0,PCdoB,2009
ANÍBAL GOMES,0,0,0,0,0,DEM,2009
CABO JUNIO AMARAL,0,0,0,0,0,PSL,2009
NELSON BARBUDO,0,0,0,0,0,PSL,2009
ELIAS VAZ,0,0,0,0,0,PSB,2009
ADRIANA VENTURA,0,0,0,0,0,NOVO,2009
PAULO GANIME,0,0,0,0,0,NOVO,2009
GILSON MARQUES,0,0,0,0,0,NOVO,2009
FLÁVIA ARRUDA,0,0,0,0,0,PL,2009
VINICIUS POIT,0,0,0,0,0,NOVO,2009
LUIS MIRANDA,0,0,0,0,0,DEM,2009
MARCEL VAN HATTEM,0,0,0,0,0,NOVO,2009
JOSÉ NELTO,0,0,0,0,0,PODE,2009
COVATTI FILHO,0,0,0,0,0,PP,2009
PAES LANDIM,0,0,0,0,0,PTB,2009
PAULO EDUARDO MARTINS,0,0,0,0,0,PSC,2009
TIAGO MITRAUD,0,0,0,0,0,NOVO,2009
SIMPLÍCIO ARAÚJO,0,0,0,0,0,SOLIDARIEDADE,2009
SANDRO ALEX,0,0,0,0,0,PSD,2009
HERCÍLIO COELHO DINIZ,0,0,0,0,0,MDB,2009
OSMAR TERRA,0,0,0,0,0,MDB,2009
PAULO FOLETTO,0,0,0,0,0,PSB,2009
PAULA BELMONTE,0,0,0,0,0,CIDADANIA,2009
TEREZA CRISTINA,0,0,0,0,0,DEM,2009
MARCELO ÁLVARO ANTÔNIO,0,0,0,0,0,PSL,2009
ONYX LORENZONI,0,0,0,0,0,DEM,2009
BOSCO SARAIVA,0,0,0,0,0,SOLIDARIEDADE,2010
LUIZ CARLOS,1,0,3,1,5,PSDB,2010
DELEGADO ÉDER MAURO,0,0,0,0,0,PSD,2010
FERNANDO RODOLFO,0,0,0,0,0,PL,2010
MARRECA FILHO,0,0,0,0,0,PATRIOTA,2010
WELLINGTON ROBERTO,0,0,0,0,0,PL,2010
VANDER LOUBET,0,0,1,1,2,PT,2010
CLEBER VERDE,0,0,3,2,5,PRB,2010
FLAVIANO MELO,1,0,0,0,1,MDB,2010
FABIO REIS,0,0,0,0,0,MDB,2010
FÉLIX MENDONÇA JÚNIOR,0,0,0,0,0,PDT,2010
JHONATAN DE JESUS,0,0,0,0,0,PRB,2010
BETO PEREIRA,0,0,0,0,0,PSDB,2010
TADEU ALENCAR,0,0,0,0,0,PSB,2010
CÁSSIO ANDRADE,0,0,0,0,0,PSB,2010
JOÃO DANIEL,0,0,0,0,0,PT,2010
TONINHO WANDSCHEER,0,0,0,0,0,PROS,2010
ENIO VERRI,0,0,0,0,0,PT,2010
HÉLIO LEITE,0,0,0,0,0,DEM,2010
MARCELO RAMOS,0,0,0,0,0,PL,2010
PERPÉTUA ALMEIDA,0,0,0,0,0,PCdoB,2010
ANDRÉ FIGUEIREDO,0,0,0,0,0,PDT,2010
CELSO SABINO,0,0,0,0,0,PSDB,2010
HIRAN GONÇALVES,0,0,0,0,0,PP,2010
VAIDON OLIVEIRA,0,0,0,0,0,PROS,2010
OLIVAL MARQUES,0,0,0,0,0,DEM,2010
SILAS CÂMARA,0,0,1,1,2,PRB,2010
DAMIÃO FELICIANO,0,0,3,0,3,PDT,2010
JÉSSICA SALES,0,0,0,0,0,MDB,2010
ROBERTO DE LUCENA,0,0,0,0,0,PODE,2010
GONZAGA PATRIOTA,1,0,0,0,1,PSB,2010
CARLOS VERAS,0,0,0,0,0,PT,2010
EDIO LOPES,0,0,0,0,0,PL,2010
MARIA DO ROSÁRIO,1,0,3,0,4,PT,2010
CORONEL CHRISÓSTOMO,0,0,0,0,0,PSL,2010
FABIO SCHIOCHET,0,0,0,0,0,PSL,2010
LUIZIANNE LINS,0,0,0,0,0,PT,2010
NIVALDO ALBUQUERQUE,0,0,0,0,0,PTB,2010
NICOLETTI,0,0,0,0,0,PSL,2010
ALAN RICK,0,0,0,0,0,DEM,2010
RICARDO TEOBALDO,0,0,0,0,0,PODE,2010
GLEISI HOFFMANN,0,0,0,0,0,PT,2010
OSIRES DAMASO,0,0,0,0,0,PSC,2010
FLAVIO NOGUEIRA,0,0,0,0,0,PDT,2010
EDMILSON RODRIGUES,0,0,0,0,0,PSOL,2010
ULDURICO JUNIOR,0,0,0,0,0,PROS,2010
VICENTINHO JÚNIOR,0,0,0,0,0,PL,2010
DELEGADO PABLO,0,0,0,0,0,PSL,2010
MARX BELTRÃO,0,0,0,0,0,PSD,2010
NILTO TATTO,0,0,0,0,0,PT,2010
HILDO ROCHA,0,0,0,0,0,MDB,2010
VERMELHO,0,0,0,0,0,PSD,2010
NERI GELLER,0,0,0,0,0,PP,2010
DANIEL ALMEIDA,0,0,0,0,0,PCdoB,2010
ACÁCIO FAVACHO,0,0,0,0,0,PROS,2010
AIRTON FALEIRO,0,0,0,0,0,PT,2010
VINICIUS GURGEL,0,0,0,0,0,PL,2010
PR. MARCO FELICIANO,0,0,0,0,0,PODE,2010
DULCE MIRANDA,0,0,0,0,0,MDB,2010
JÚLIO CESAR,0,0,0,0,0,PSD,2010
PEDRO LUCAS FERNANDES,0,0,0,0,0,PTB,2010
JOSÉ PRIANTE,0,0,0,0,0,MDB,2010
MARGARETE COELHO,0,0,0,0,0,PP,2010
HEITOR FREIRE,0,0,0,0,0,PSL,2010
CÉLIO SILVEIRA,0,0,0,0,0,PSDB,2010
MARCELO NILO,0,0,0,0,0,PSB,2010
DOMINGOS NETO,0,0,0,0,0,PSD,2010
BETO ROSADO,0,0,0,0,0,PP,2010
LUIZ NISHIMORI,0,0,0,0,0,PL,2010
PAULO TEIXEIRA,0,0,0,0,0,PT,2010
ALINE GURGEL,0,0,0,0,0,PRB,2010
ÁTILA LINS,1,0,0,0,1,PP,2010
JOSÉ AIRTON FÉLIX CIRILO,0,0,0,0,0,PT,2010
BETO FARO,1,0,1,4,6,PT,2010
SILVIO COSTA FILHO,0,0,0,0,0,PRB,2010
SAMUEL MOREIRA,0,0,0,0,0,PSDB,2010
CAPITÃO AUGUSTO,0,0,0,0,0,PL,2010
PROFESSOR ALCIDES,0,0,0,0,0,PP,2010
EUCLYDES PETTERSEN,0,0,0,0,0,PSC,2010
JULIAN LEMOS,0,0,0,0,0,PSL,2010
BILAC PINTO,0,0,0,0,0,DEM,2010
IGOR TIMO,0,0,0,0,0,PODE,2010
AFONSO MOTTA,0,0,0,0,0,PDT,2010
JOSÉ GUIMARÃES,0,0,0,0,0,PT,2010
RUY CARNEIRO,0,0,0,0,0,PSDB,2010
JERÔNIMO GOERGEN,0,0,0,0,0,PP,2010
ARTHUR OLIVEIRA MAIA,0,0,0,0,0,DEM,2010
ROBÉRIO MONTEIRO,0,0,0,0,0,PDT,2010
LEONARDO MONTEIRO,0,0,0,0,0,PT,2010
MÁRCIO MARINHO,0,0,4,1,5,PRB,2010
NELSON PELLEGRINO,0,0,0,0,0,PT,2010
GIACOBO,0,0,0,0,0,PL,2010
VINICIUS CARVALHO,1,0,0,0,1,PRB,2010
VAVÁ MARTINS,0,0,0,0,0,PRB,2010
GIL CUTRIM,0,0,0,0,0,PDT,2010
PAULO BENGTSON,0,0,0,0,0,PTB,2010
DARCI DE MATOS,0,0,0,0,0,PSD,2010
PATRUS ANANIAS,0,0,0,0,0,PT,2010
DAGOBERTO NOGUEIRA,0,0,0,0,0,PDT,2010
JORGE SOLLA,0,0,0,0,0,PT,2010
ROBERTO ALVES,1,0,0,0,1,PRB,2010
REINHOLD STEPHANES JUNIOR,0,0,0,0,0,PSD,2010
EVANDRO ROMAN,0,0,0,0,0,PSD,2010
SHÉRIDAN,0,0,0,0,0,PSDB,2010
ELMAR NASCIMENTO,0,0,0,0,0,DEM,2010
SEVERINO PESSOA,0,0,0,0,0,PRB,2010
RUBENS OTONI,0,0,0,0,0,PT,2010
RAFAEL MOTTA,0,0,0,0,0,PSB,2010
FERNANDO MONTEIRO,0,0,0,0,0,PP,2010
FREI ANASTACIO RIBEIRO,0,0,0,0,0,PT,2010
CHRISTIANE DE SOUZA YARED,0,0,0,0,0,PL,2010
MISAEL VARELLA,0,0,0,0,0,PSD,2010
LUCAS VERGILIO,0,0,0,0,0,SOLIDARIEDADE,2010
ELI CORRÊA FILHO,0,0,0,0,0,DEM,2010
BALEIA ROSSI,0,0,0,0,0,MDB,2010
JANDIRA FEGHALI,0,0,0,0,0,PCdoB,2010
JOÃO MAIA,0,0,0,0,0,PL,2010
JOÃO MARCELO SOUZA,0,0,0,0,0,MDB,2010
GELSON AZEVEDO,0,0,0,0,0,PL,2010
TEREZA NELMA,0,0,0,0,0,PSDB,2010
VINICIUS FARAH,0,0,0,0,0,MDB,2010
ALCEU MOREIRA,0,0,0,0,0,MDB,2010
LEÔNIDAS CRISTINO,0,0,0,0,0,PDT,2010
MAURÍCIO DZIEDRICKI,0,0,0,0,0,PTB,2010
VANDERLEI MACRIS,0,0,1,0,1,PSDB,2010
EDUARDO CURY,0,0,0,0,0,PSDB,2010
RONALDO CARLETTO,0,0,0,0,0,PP,2010
ANTONIO BRITO,0,0,0,0,0,PSD,2010
ZÉ SILVA,0,0,0,0,0,SOLIDARIEDADE,2010
MARCON,0,0,0,1,1,PT,2010
JOÃO CAMPOS,0,0,0,0,0,PRB,2010
MÁRCIO LABRE,0,0,0,0,0,PSL,2010
EXPEDITO NETTO,0,0,0,0,0,PSD,2010
WILSON SANTIAGO,1,0,0,0,1,PTB,2010
MARÍLIA ARRAES,0,0,0,0,0,PT,2010
SERGIO SOUZA,0,0,0,0,0,MDB,2010
JESUS SÉRGIO,0,0,0,0,0,PDT,2010
MÁRCIO BIOLCHI,0,0,0,0,0,MDB,2010
MARA ROCHA,0,0,0,0,0,PSDB,2010
HUGO MOTTA,0,0,0,0,0,PRB,2010
ANDRÉ ABDON,0,0,0,0,0,PP,2010
