Nome,Arquivados,Retirados,Tramitando,Aguardando,Total,Partido,Ano 
DANILO CABRAL,0,0,1,0,1,PSB,2016
PROFESSORA DORINHA SEABRA REZENDE,0,0,2,2,4,DEM,2016
ARTHUR LIRA,0,0,0,0,0,PP,2016
BOSCO COSTA,0,0,0,0,0,PL,2016
DELEGADO ANTÔNIO FURTADO,0,0,0,0,0,PSL,2016
FÁBIO TRAD,0,0,0,0,0,PSD,2016
JOENIA WAPICHANA,0,0,0,0,0,REDE,2016
DR. ZACHARIAS CALIL,0,0,0,0,0,DEM,2016
EDUARDO BARBOSA,0,0,6,3,9,PSDB,2016
DIEGO ANDRADE,0,0,1,3,4,PSD,2016
DRA. SORAYA MANATO,0,0,0,0,0,PSL,2016
BRUNA FURLAN,0,0,1,0,1,PSDB,2016
DAVID MIRANDA,0,0,0,0,0,PSOL,2016
OTTO ALENCAR FILHO,0,0,0,0,0,PSD,2016
ZÉ NETO,0,0,0,0,0,PT,2016
PAULO MAGALHÃES,0,0,1,2,3,PSD,2016
JORGE BRAZ,0,0,0,0,0,PRB,2016
MIGUEL LOMBARDI,0,0,2,1,3,PL,2016
HEITOR SCHUCH,0,0,1,1,2,PSB,2016
TÚLIO GADÊLHA,0,0,0,0,0,PDT,2016
SIDNEY LEITE,0,0,0,0,0,PSD,2016
CÉLIO STUDART,0,0,0,0,0,PV,2016
BIRA DO PINDARÉ,0,0,0,0,0,PSB,2016
ANDRÉ JANONES,0,0,0,0,0,AVANTE,2016
CELINA LEÃO,0,0,0,0,0,PP,2016
ISNALDO BULHÕES JR.,0,0,0,0,0,MDB,2016
ENÉIAS REIS,0,0,0,0,0,PSL,2016
NORMA AYUB,0,0,0,0,0,DEM,2016
FELIPE RIGONI,0,0,0,0,0,PSB,2016
PASTOR SARGENTO ISIDÓRIO,0,0,0,0,0,AVANTE,2016
BENES LEOCÁDIO,0,0,0,0,0,PRB,2016
LIZIANE BAYER,0,0,0,0,0,PSB,2016
STEFANO AGUIAR,0,0,1,0,1,PSD,2016
MARCELO CALERO,0,0,0,0,0,CIDADANIA,2016
LAURIETE,0,0,0,0,0,PL,2016
GERVÁSIO MAIA,0,0,0,0,0,PSB,2016
RODRIGO COELHO,0,0,0,0,0,PSB,2016
CHIQUINHO BRAZÃO,0,0,0,0,0,AVANTE,2016
LUIZ LIMA,0,0,0,0,0,PSL,2016
ROSANA VALLE,0,0,0,0,0,PSB,2016
ALEXANDRE FROTA,0,0,0,0,0,PSL,2016
ARLINDO CHINAGLIA,0,0,0,0,0,PT,2016
JÚNIOR FERRARI,0,0,0,0,0,PSD,2016
MARCELO MORAES,0,0,0,0,0,PTB,2016
LUIZ FLÁVIO GOMES,0,0,0,0,0,PSB,2016
MAJOR VITOR HUGO,0,0,0,0,0,PSL,2016
EMIDINHO MADEIRA,0,0,0,0,0,PSB,2016
LOURIVAL GOMES,0,0,0,0,0,PSL,2016
DR. LEONARDO,0,0,0,0,0,SOLIDARIEDADE,2016
PAULO RAMOS,0,0,0,0,0,PDT,2016
ADOLFO VIANA,0,0,0,0,0,PSDB,2016
LUCIANO BIVAR,0,0,0,0,0,PSL,2016
BIBO NUNES,0,0,0,0,0,PSL,2016
HÉLIO COSTA,0,0,0,0,0,PRB,2016
EMANUEL PINHEIRO NETO,0,0,0,0,0,PTB,2016
PASTOR GILDENEMYR,0,0,0,0,0,PL,2016
GIOVANI FELTES,0,0,0,0,0,MDB,2016
LUCAS REDECKER,0,0,0,0,0,PSDB,2016
GENERAL GIRÃO,0,0,0,0,0,PSL,2016
LUCAS GONZALEZ,0,0,0,0,0,NOVO,2016
ALCIDES RODRIGUES,0,0,0,0,0,PATRIOTA,2016
RICARDO GUIDI,0,0,0,0,0,PSD,2016
ANDRÉ FERREIRA,0,0,0,0,0,PSC,2016
SARGENTO FAHUR,0,0,0,0,0,PSD,2016
PEDRO LUPION,0,0,0,0,0,DEM,2016
SERGIO TOLEDO,0,0,0,0,0,PL,2016
MARCO BERTAIOLLI,0,0,0,0,0,PSD,2016
JOSÉ MEDEIROS,0,0,0,0,0,PODE,2016
LÉO MOTTA,0,0,0,0,0,PSL,2016
GILBERTO ABRAMO,0,0,0,0,0,PRB,2016
ELI BORGES,0,0,0,0,0,SOLIDARIEDADE,2016
JUNIOR LOURENÇO,0,0,0,0,0,PL,2016
FRANCO CARTAFINA,0,0,0,0,0,PP,2016
HELIO LOPES,0,0,0,0,0,PSL,2016
MAURO NAZIF,0,0,0,0,0,PSB,2016
LUIZ CARLOS MOTTA,0,0,0,0,0,PL,2016
POLICIAL KATIA SASTRE,0,0,0,0,0,PL,2016
WELITON PRADO,0,0,0,0,0,PROS,2016
JOSE MARIO SCHREINER,0,0,0,0,0,DEM,2016
AMARO NETO,0,0,0,0,0,PRB,2016
MAURO BENEVIDES FILHO,0,0,0,0,0,PDT,2016
LUIS TIBÉ,0,0,0,0,0,AVANTE,2016
NEWTON CARDOSO JR,0,0,1,0,1,MDB,2016
IGOR KANNÁRIO,0,0,0,0,0,PHS,2016
ALEXIS FONTEYNE,0,0,0,0,0,NOVO,2016
GENERAL PETERNELLI,0,0,0,0,0,PSL,2016
VILSON DA FETAEMG,0,0,0,0,0,PSB,2016
LÉO MORAES,0,0,0,0,0,PODE,2016
CORONEL TADEU,0,0,0,0,0,PSL,2016
FELÍCIO LATERÇA,0,0,0,0,0,PSL,2016
TIRIRICA,0,0,0,0,0,PL,2016
MERLONG SOLANO,0,0,0,0,0,PT,2016
KIM KATAGUIRI,0,0,0,0,0,DEM,2016
CHRIS TONIETTO,0,0,0,0,0,PSL,2016
BIA KICIS,0,0,0,0,0,PSL,2016
JOICE HASSELMANN,0,0,0,0,0,PSL,2016
CORONEL ARMANDO,0,0,0,0,0,PSL,2016
HERMES PARCIANELLO,0,0,0,0,0,MDB,2016
GUIGA PEIXOTO,0,0,0,0,0,PSL,2016
MARCIO ALVINO,0,1,0,2,3,PL,2016
LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,0,0,0,0,0,PSL,2016
RODRIGO MAIA,0,0,0,0,0,DEM,2016
GUSTAVO FRUET,0,0,0,0,0,PDT,2016
SÉRGIO BRITO,0,0,0,0,0,PSD,2016
DELEGADO WALDIR,0,0,10,6,16,PSL,2016
DR. LUIZ OVANDO,0,0,0,0,0,PSL,2016
CARLOS BEZERRA,0,0,22,35,57,MDB,2016
GREYCE ELIAS,0,0,0,0,0,AVANTE,2016
RODRIGO AGOSTINHO,0,0,0,0,0,PSB,2016
CAROLINE DE TONI,0,0,0,0,0,PSL,2016
ABOU ANNI,0,0,0,0,0,PSL,2016
JOSIAS GOMES,0,0,0,0,0,PT,2016
PROFESSOR ISRAEL BATISTA,0,0,0,0,0,PV,2016
FELIPE CARRERAS,0,0,0,0,0,PSB,2016
DANIEL TRZECIAK,0,0,0,0,0,PSDB,2016
CAPITÃO FÁBIO ABREU,0,0,2,0,2,PL,2016
RUBENS PEREIRA JÚNIOR,0,0,6,3,9,PCdoB,2016
ANÍBAL GOMES,0,0,0,0,0,DEM,2016
CABO JUNIO AMARAL,0,0,0,0,0,,2016
NELSON BARBUDO,0,0,0,0,0,PSL,2016
ELIAS VAZ,0,0,0,0,0,PSB,2016
ADRIANA VENTURA,0,0,0,0,0,NOVO,2016
PAULO GANIME,0,0,0,0,0,NOVO,2016
GILSON MARQUES,0,0,0,0,0,NOVO,2016
FLÁVIA ARRUDA,0,0,0,0,0,PL,2016
VINICIUS POIT,0,0,0,0,0,NOVO,2016
LUIS MIRANDA,0,0,0,0,0,DEM,2016
MARCEL VAN HATTEM,0,0,0,0,0,NOVO,2016
JOSÉ NELTO,0,0,0,0,0,PODE,2016
COVATTI FILHO,0,0,5,4,9,PP,2016
PAES LANDIM,0,0,1,1,2,PTB,2016
PAULO EDUARDO MARTINS,0,0,0,0,0,PSC,2016
TIAGO MITRAUD,0,0,0,0,0,NOVO,2016
SIMPLÍCIO ARAÚJO,0,0,0,0,0,SOLIDARIEDADE,2016
SANDRO ALEX,0,0,0,2,2,PSD,2016
HERCÍLIO COELHO DINIZ,0,0,0,0,0,MDB,2016
OSMAR TERRA,0,0,0,0,0,MDB,2016
PAULO FOLETTO,1,0,0,0,1,PSB,2016
PAULA BELMONTE,0,0,0,0,0,CIDADANIA,2016
TEREZA CRISTINA,0,0,1,2,3,DEM,2016
MARCELO ÁLVARO ANTÔNIO,0,0,2,1,3,PSL,2016
ONYX LORENZONI,0,0,3,0,3,DEM,2016
BOSCO SARAIVA,0,0,0,0,0,SOLIDARIEDADE,2017
LUIZ CARLOS,0,0,4,2,6,PSDB,2017
DELEGADO ÉDER MAURO,0,0,1,0,1,PSD,2017
FERNANDO RODOLFO,0,0,0,0,0,PL,2017
MARRECA FILHO,0,0,0,0,0,PATRIOTA,2017
WELLINGTON ROBERTO,0,0,0,0,0,PL,2017
VANDER LOUBET,0,0,1,1,2,PT,2017
CLEBER VERDE,0,0,9,5,14,PRB,2017
FLAVIANO MELO,0,0,1,1,2,MDB,2017
FABIO REIS,0,0,3,0,3,MDB,2017
FÉLIX MENDONÇA JÚNIOR,0,0,0,0,0,PDT,2017
JHONATAN DE JESUS,0,0,1,3,4,PRB,2017
BETO PEREIRA,0,0,0,0,0,PSDB,2017
TADEU ALENCAR,0,0,0,0,0,PSB,2017
CÁSSIO ANDRADE,0,0,0,0,0,PSB,2017
JOÃO DANIEL,0,0,1,4,5,PT,2017
TONINHO WANDSCHEER,0,0,0,1,1,PROS,2017
ENIO VERRI,0,0,0,0,0,PT,2017
HÉLIO LEITE,0,0,1,0,1,DEM,2017
MARCELO RAMOS,0,0,0,0,0,PL,2017
PERPÉTUA ALMEIDA,0,0,0,0,0,PCdoB,2017
ANDRÉ FIGUEIREDO,0,0,4,4,8,PDT,2017
CELSO SABINO,0,0,0,0,0,PSDB,2017
HIRAN GONÇALVES,0,0,0,0,0,PP,2017
VAIDON OLIVEIRA,0,0,1,1,2,PROS,2017
OLIVAL MARQUES,0,0,0,0,0,DEM,2017
SILAS CÂMARA,0,0,0,1,1,PRB,2017
DAMIÃO FELICIANO,0,0,4,4,8,PDT,2017
JÉSSICA SALES,0,0,2,1,3,MDB,2017
ROBERTO DE LUCENA,0,0,5,3,8,PODE,2017
GONZAGA PATRIOTA,0,0,0,1,1,PSB,2017
CARLOS VERAS,0,0,0,0,0,PT,2017
EDIO LOPES,0,0,0,2,2,PL,2017
MARIA DO ROSÁRIO,0,0,1,4,5,PT,2017
CORONEL CHRISÓSTOMO,0,0,0,0,0,PSL,2017
FABIO SCHIOCHET,0,0,0,0,0,PSL,2017
LUIZIANNE LINS,0,0,2,3,5,PT,2017
NIVALDO ALBUQUERQUE,0,0,3,3,6,PTB,2017
NICOLETTI,0,0,0,0,0,PSL,2017
ALAN RICK,0,0,0,1,1,DEM,2017
RICARDO TEOBALDO,0,0,0,0,0,PODE,2017
GLEISI HOFFMANN,0,0,0,0,0,PT,2017
OSIRES DAMASO,0,0,0,0,0,PSC,2017
FLAVIO NOGUEIRA,0,0,0,0,0,PDT,2017
EDMILSON RODRIGUES,0,0,1,1,2,PSOL,2017
ULDURICO JUNIOR,1,0,1,0,2,PROS,2017
VICENTINHO JÚNIOR,0,0,1,1,2,PL,2017
DELEGADO PABLO,0,0,0,0,0,PSL,2017
MARX BELTRÃO,0,0,0,0,0,PSD,2017
NILTO TATTO,0,0,3,5,8,PT,2017
HILDO ROCHA,0,0,7,4,11,MDB,2017
VERMELHO,0,0,0,0,0,PSD,2017
NERI GELLER,0,0,0,0,0,PP,2017
DANIEL ALMEIDA,0,0,0,0,0,PCdoB,2017
ACÁCIO FAVACHO,0,0,0,0,0,PROS,2017
AIRTON FALEIRO,0,0,0,0,0,PT,2017
VINICIUS GURGEL,0,0,0,0,0,PL,2017
PR. MARCO FELICIANO,0,0,6,2,8,PODE,2017
DULCE MIRANDA,0,0,3,0,3,MDB,2017
JÚLIO CESAR,0,0,0,0,0,PSD,2017
PEDRO LUCAS FERNANDES,0,0,0,0,0,PTB,2017
JOSÉ PRIANTE,0,0,1,1,2,MDB,2017
MARGARETE COELHO,0,0,0,0,0,PP,2017
HEITOR FREIRE,0,0,0,0,0,PSL,2017
CÉLIO SILVEIRA,0,0,6,6,12,PSDB,2017
MARCELO NILO,0,0,0,0,0,PSB,2017
DOMINGOS NETO,0,1,0,0,1,PSD,2017
BETO ROSADO,0,0,4,0,4,PP,2017
LUIZ NISHIMORI,0,0,3,0,3,PL,2017
PAULO TEIXEIRA,0,0,1,2,3,PT,2017
ALINE GURGEL,0,0,0,0,0,PRB,2017
ÁTILA LINS,0,0,0,0,0,PP,2017
JOSÉ AIRTON FÉLIX CIRILO,0,0,0,1,1,PT,2017
BETO FARO,0,0,0,0,0,PT,2017
SILVIO COSTA FILHO,0,0,0,0,0,PRB,2017
SAMUEL MOREIRA,0,0,0,0,0,PSDB,2017
CAPITÃO AUGUSTO,0,0,18,24,42,PL,2017
PROFESSOR ALCIDES,0,0,0,0,0,PP,2017
EUCLYDES PETTERSEN,0,0,0,0,0,PSC,2017
JULIAN LEMOS,0,0,0,0,0,PSL,2017
BILAC PINTO,0,0,2,0,2,DEM,2017
IGOR TIMO,0,0,0,0,0,PODE,2017
AFONSO MOTTA,0,0,0,0,0,PDT,2017
JOSÉ GUIMARÃES,0,0,1,0,1,PT,2017
RUY CARNEIRO,0,0,0,0,0,PSDB,2017
JERÔNIMO GOERGEN,0,0,5,6,11,PP,2017
ARTHUR OLIVEIRA MAIA,0,0,0,0,0,DEM,2017
ROBÉRIO MONTEIRO,0,0,0,0,0,PDT,2017
LEONARDO MONTEIRO,0,0,0,0,0,PT,2017
MÁRCIO MARINHO,0,0,1,1,2,PRB,2017
NELSON PELLEGRINO,0,0,2,1,3,PT,2017
GIACOBO,1,0,0,0,1,PL,2017
VINICIUS CARVALHO,0,0,5,3,8,PRB,2017
VAVÁ MARTINS,0,0,0,0,0,PRB,2017
GIL CUTRIM,0,0,0,0,0,PDT,2017
PAULO BENGTSON,0,0,0,0,0,PTB,2017
DARCI DE MATOS,0,0,0,0,0,PSD,2017
PATRUS ANANIAS,1,0,0,1,2,PT,2017
DAGOBERTO NOGUEIRA,0,0,5,0,5,PDT,2017
JORGE SOLLA,0,0,1,1,2,PT,2017
ROBERTO ALVES,0,0,0,2,2,PRB,2017
REINHOLD STEPHANES JUNIOR,0,0,0,0,0,PSD,2017
EVANDRO ROMAN,0,0,3,2,5,PSD,2017
SHÉRIDAN,0,0,5,1,6,PSDB,2017
ELMAR NASCIMENTO,1,0,0,0,1,DEM,2017
SEVERINO PESSOA,0,0,0,0,0,PRB,2017
RUBENS OTONI,0,0,1,0,1,PT,2017
RAFAEL MOTTA,0,0,0,4,4,PSB,2017
FERNANDO MONTEIRO,0,0,0,1,1,PP,2017
FREI ANASTACIO RIBEIRO,0,0,0,0,0,PT,2017
CHRISTIANE DE SOUZA YARED,0,0,5,0,5,PL,2017
MISAEL VARELLA,0,0,0,1,1,PSD,2017
LUCAS VERGILIO,0,0,0,3,3,SOLIDARIEDADE,2017
ELI CORRÊA FILHO,0,0,0,1,1,DEM,2017
BALEIA ROSSI,1,0,1,1,3,MDB,2017
JANDIRA FEGHALI,0,0,1,3,4,PCdoB,2017
JOÃO MAIA,0,0,0,0,0,PL,2017
JOÃO MARCELO SOUZA,0,0,0,0,0,MDB,2017
GELSON AZEVEDO,0,0,0,0,0,PL,2017
TEREZA NELMA,0,0,0,0,0,PSDB,2017
VINICIUS FARAH,0,0,0,0,0,MDB,2017
ALCEU MOREIRA,0,0,5,1,6,MDB,2017
LEÔNIDAS CRISTINO,0,0,0,1,1,PDT,2017
MAURÍCIO DZIEDRICKI,0,0,0,0,0,PTB,2017
VANDERLEI MACRIS,0,0,1,0,1,PSDB,2017
EDUARDO CURY,0,0,2,3,5,PSDB,2017
RONALDO CARLETTO,0,0,4,1,5,PP,2017
ANTONIO BRITO,0,0,1,1,2,PSD,2017
ZÉ SILVA,0,0,4,3,7,SOLIDARIEDADE,2017
MARCON,0,0,0,0,0,PT,2017
JOÃO CAMPOS,0,0,3,0,3,PRB,2017
MÁRCIO LABRE,0,0,0,0,0,PSL,2017
EXPEDITO NETTO,0,1,0,0,1,PSD,2017
WILSON SANTIAGO,0,0,0,0,0,PTB,2017
MARÍLIA ARRAES,0,0,0,0,0,PT,2017
SERGIO SOUZA,0,0,0,2,2,MDB,2017
JESUS SÉRGIO,0,0,0,0,0,PDT,2017
MÁRCIO BIOLCHI,0,0,0,0,0,MDB,2017
MARA ROCHA,0,0,0,0,0,PSDB,2017
HUGO MOTTA,0,0,0,0,0,PRB,2017
ANDRÉ ABDON,0,0,0,0,0,PP,2017
ALEX MANENTE,0,0,2,1,3,CIDADANIA,2017
DARCÍSIO PERONDI,0,0,0,0,0,MDB,2017
BOHN GASS,0,0,0,2,2,PT,2017
DANIEL FREITAS,0,0,0,0,0,PSL,2017
EROS BIONDINI,0,0,2,1,3,PROS,2017
LINCOLN PORTELA,0,0,6,4,10,PL,2017
ALEX SANTANA,0,0,0,0,0,PDT,2017
AUGUSTO COUTINHO,0,0,0,0,0,SOLIDARIEDADE,2017
DOMINGOS SÁVIO,0,0,0,0,0,PSDB,2017
ANDRÉ DE PAULA,0,0,0,2,2,PSD,2017
WALTER ALVES,0,0,5,2,7,MDB,2017
CARLOS SAMPAIO,0,0,1,2,3,PSDB,2017
BACELAR,0,0,2,0,2,PODE,2017
GEOVANIA DE SÁ,0,0,2,1,3,PSDB,2017
SILVIA CRISTINA,0,0,0,0,0,PDT,2017
CLAUDIO CAJADO,0,0,0,0,0,PP,2017
MÁRIO NEGROMONTE JR.,0,0,1,0,1,PP,2017
ORLANDO SILVA,0,0,2,0,2,PCdoB,2017
GENINHO ZULIANI,0,0,0,0,0,DEM,2017
RAUL HENRY,0,0,0,0,0,MDB,2017
ROSANGELA GOMES,0,0,0,0,0,PRB,2017
NEREU CRISPIM,0,0,0,0,0,PSL,2017
MANUEL MARCOS,0,0,0,0,0,PRB,2017
CACÁ LEÃO,0,0,0,0,0,PP,2017
VITOR LIPPI,0,0,0,2,2,PSDB,2017
POMPEO DE MATTOS,0,0,7,4,11,PDT,2017
TALÍRIA PETRONE,0,0,0,0,0,PSOL,2017
MÁRIO HERINGER,0,0,3,1,4,PDT,2017
VALMIR ASSUNÇÃO,0,0,0,0,0,PT,2017
CARLOS HENRIQUE GAGUIM,0,0,21,5,26,DEM,2017
CRISTIANO VALE,0,0,0,0,0,PL,2017
ZÉ VITOR,0,0,0,0,0,PL,2017
FAUSTO PINATO,0,0,5,3,8,PP,2017
TIAGO DIMAS,0,0,0,0,0,SOLIDARIEDADE,2017
FÁBIO MITIDIERI,0,0,2,2,4,PSD,2017
ERIKA KOKAY,0,0,6,3,9,PT,2017
PEDRO UCZAI,0,0,0,1,1,PT,2017
BOCA ABERTA,0,0,0,0,0,PROS,2017
JUSCELINO FILHO,0,0,0,0,0,DEM,2017
PROFESSORA ROSA NEIDE,0,0,0,0,0,PT,2017
CAMILO CAPIBERIBE,0,0,0,0,0,PSB,2017
LEUR LOMANTO JÚNIOR,0,0,0,0,0,DEM,2017
MARCELO FREIXO,0,0,0,0,0,PSOL,2017
GUILHERME DERRITE,0,0,0,0,0,PP,2017
REGINALDO LOPES,0,0,0,1,1,PT,2017
PEDRO WESTPHALEN,0,0,0,0,0,PP,2017
JAQUELINE CASSOL,0,0,0,0,0,PP,2017
ABÍLIO SANTANA,0,0,0,0,0,PL,2017
FÁBIO HENRIQUE,0,0,0,0,0,PDT,2017
JOAQUIM PASSARINHO,0,0,1,1,2,PSD,2017
DIMAS FABIANO,0,0,1,0,1,PP,2017
MARCOS AURÉLIO SAMPAIO,0,0,0,0,0,MDB,2017
JÚLIO DELGADO,0,0,0,0,0,PSB,2017
EVAIR VIEIRA DE MELO,0,0,0,8,8,PP,2017
JHC,0,0,1,1,2,PSB,2017
PAULO ABI-ACKEL,0,0,1,1,2,PSDB,2017
JOSÉ NUNES,0,0,0,0,0,PSD,2017
PAULO FREIRE COSTA,0,0,0,0,0,PL,2017
JOSÉ ROCHA,0,0,0,0,0,PL,2017
LUCIANO DUCCI,0,0,6,0,6,PSB,2017
PAULO GUEDES,0,0,0,0,0,PT,2017
CELSO MALDANER,0,0,0,0,0,MDB,2017
NILSON PINTO,0,0,0,0,0,PSDB,2017
RUBENS BUENO,0,0,2,0,2,CIDADANIA,2017
DAVID SOARES,0,0,0,0,0,DEM,2017
DENIS BEZERRA,0,0,0,0,0,PSB,2017
RENATA ABREU,0,0,5,5,10,PODE,2017
JOSÉ RICARDO,0,0,0,0,0,PT,2017
MARLON SANTOS,0,0,0,0,0,PDT,2017
VALDEVAN NOVENTA,0,0,0,0,0,PSC,2017
AFONSO HAMM,0,0,0,2,2,PP,2017
ZECA DIRCEU,0,0,0,0,0,PT,2017
GUSTINHO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2017
BENEDITA DA SILVA,0,0,3,0,3,PT,2017
ALICE PORTUGAL,0,0,1,0,1,PCdoB,2017
PAULO PIMENTA,0,0,0,1,1,PT,2017
GIOVANI CHERINI,0,0,0,2,2,PL,2017
ALESSANDRO MOLON,1,0,1,1,3,PSB,2017
AROLDO MARTINS,0,0,0,0,0,PRB,2017
ALIEL MACHADO,0,0,0,2,2,PSB,2017
AFONSO FLORENCE,0,0,0,0,0,PT,2017
ALEXANDRE PADILHA,0,0,0,0,0,PT,2017
DRA. VANDA MILANI,0,0,0,0,0,SOLIDARIEDADE,2017
IDILVAN ALENCAR,0,0,0,0,0,PDT,2017
JÚNIOR MANO,0,0,0,0,0,PL,2017
ODAIR CUNHA,0,0,0,0,0,PT,2017
NATÁLIA BONAVIDES,0,0,0,0,0,PT,2017
TITO,0,0,0,0,0,AVANTE,2017
CAPITÃO WAGNER,0,0,0,0,0,PROS,2017
ALINE SLEUTJES,0,0,0,0,0,PSL,2017
ÁTILA LIRA,0,0,0,0,0,PSB,2017
FELIPE FRANCISCHINI,0,0,0,0,0,PSL,2017
MARGARIDA SALOMÃO,0,0,0,0,0,PT,2017
DANRLEI DE DEUS HINTERHOLZ,0,0,4,0,4,PSD,2017
PAULO AZI,0,0,1,0,1,DEM,2017
SEBASTIÃO OLIVEIRA,0,0,0,0,0,PL,2017
ANGELA AMIN,0,0,0,0,0,PP,2017
PROFESSOR JOZIEL,0,0,0,0,0,PSL,2017
DR. JAZIEL,0,0,0,0,0,PL,2017
MARINA SANTOS,0,0,0,0,0,SOLIDARIEDADE,2017
JUNINHO DO PNEU,0,0,0,0,0,DEM,2017
FLORDELIS,0,0,0,0,0,PSD,2017
EDILÁZIO JÚNIOR,0,0,0,0,0,PSD,2017
ROBERTO PESSOA,0,0,0,0,0,PSDB,2017
PROFESSORA DAYANE PIMENTEL,0,0,0,0,0,PSL,2017
JOÃO H. CAMPOS,0,0,0,0,0,PSB,2017
FÁBIO FARIA,0,0,3,0,3,PSD,2017
ADRIANO DO BALDY,0,0,0,0,0,PP,2017
WALDENOR PEREIRA,0,0,0,0,0,PT,2017
OTONI DE PAULA,0,0,0,0,0,PSC,2017
GLAUSTIN FOKUS,0,0,0,0,0,PSC,2017
EDUARDO COSTA,0,0,0,0,0,PTB,2017
PADRE JOÃO,0,0,1,0,1,PT,2017
RICARDO IZAR,0,0,1,6,7,PP,2017
PAULÃO,0,0,0,0,0,PT,2017
CAPITÃO ALBERTO NETO,0,0,0,0,0,PRB,2017
GENECIAS NORONHA,0,0,0,0,0,SOLIDARIEDADE,2017
GUILHERME MUSSI,0,0,0,0,0,PP,2017
HENRIQUE FONTANA,0,0,0,0,0,PT,2017
DANIEL SILVEIRA,0,0,0,0,0,PSL,2017
MARCOS PEREIRA,0,0,0,0,0,PRB,2017
CLARISSA GAROTINHO,0,0,0,0,0,PROS,2017
AJ ALBUQUERQUE,0,0,0,0,0,PP,2017
WOLNEY QUEIROZ,0,0,0,0,0,PDT,2017
OTACI NASCIMENTO,0,0,0,0,0,SOLIDARIEDADE,2017
HERCULANO PASSOS,0,0,1,1,2,MDB,2017
LUCIO MOSQUINI,0,0,3,3,6,MDB,2017
ZÉ CARLOS,0,0,0,1,1,PT,2017
DANIEL COELHO,0,0,0,2,2,CIDADANIA,2017
GILBERTO NASCIMENTO,0,0,4,3,7,PSC,2017
RODRIGO DE CASTRO,0,0,0,0,0,PSDB,2017
EDNA HENRIQUE,0,0,0,0,0,PSDB,2017
ALEXANDRE SERFIOTIS,0,0,0,0,0,PSD,2017
MARCELO BRUM,0,0,0,0,0,PSL,2017
JOSEILDO RAMOS,0,0,0,0,0,PT,2017
GURGEL,0,0,0,0,0,PSL,2017
GUTEMBERG REIS,0,0,0,0,0,MDB,2017
DIEGO GARCIA,0,0,3,1,4,PODE,2017
CARLOS ZARATTINI,0,0,0,0,0,PT,2017
IRACEMA PORTELLA,0,0,3,0,3,PP,2017
HAROLDO CATHEDRAL,0,0,0,0,0,PSD,2017
JEFFERSON CAMPOS,0,0,0,0,0,PSB,2017
ALÊ SILVA,0,0,0,0,0,PSL,2017
SERGIO VIDIGAL,0,0,3,3,6,PDT,2017
MAURO LOPES,0,0,0,0,0,MDB,2017
MARIA ROSAS,0,0,0,0,0,PRB,2017
RUI FALCÃO,0,0,0,0,0,PT,2017
MAGDA MOFATTO,1,0,0,0,1,PL,2017
ALUISIO MENDES,0,0,1,0,1,PODE,2017
CARLOS JORDY,0,0,0,0,0,PSL,2017
RICARDO BARROS,0,0,0,0,0,PP,2017
GLAUBER BRAGA,0,0,1,1,2,PSOL,2017
SUBTENENTE GONZAGA,0,0,4,2,6,PDT,2017
CEZINHA DE MADUREIRA,0,0,0,0,0,PSD,2017
SANTINI,0,0,0,0,0,PTB,2017
ROGÉRIO PENINHA MENDONÇA,0,0,4,3,7,MDB,2017
PASTOR EURICO,0,0,5,3,8,PATRIOTA,2017
DANIELA DO WAGUINHO,0,0,0,0,0,MDB,2017
TABATA AMARAL,0,0,0,0,0,PDT,2017
PEDRO PAULO,0,0,0,0,0,DEM,2017
VALTENIR PEREIRA,0,0,0,0,0,MDB,2017
ALTINEU CÔRTES,0,0,3,1,4,PL,2017
FERNANDO COELHO FILHO,0,0,0,0,0,DEM,2017
JOSIMAR MARANHÃOZINHO,0,0,0,0,0,PL,2017
DA VITORIA,0,0,0,0,0,CIDADANIA,2017
CARLOS CHIODINI,0,0,0,0,0,MDB,2017
OSSESIO SILVA,0,0,0,0,0,PRB,2017
CHARLES FERNANDES,0,0,0,0,0,PSD,2017
LAFAYETTE DE ANDRADA,0,0,0,0,0,PRB,2017
RAIMUNDO COSTA,0,0,0,0,0,PL,2017
MOSES RODRIGUES,0,0,6,2,8,MDB,2017
AGUINALDO RIBEIRO,0,0,0,0,0,PP,2017
CHARLLES EVANGELISTA,0,0,0,0,0,PSL,2017
WLADIMIR GAROTINHO,0,0,0,0,0,PSD,2017
DR. LUIZ ANTONIO TEIXEIRA JR.,0,0,0,0,0,PP,2017
ARNALDO JARDIM,0,0,0,0,0,CIDADANIA,2017
SÓSTENES CAVALCANTE,0,0,2,2,4,DEM,2017
CELSO RUSSOMANNO,0,0,0,2,2,PRB,2017
SÂMIA BOMFIM,0,0,0,0,0,PSOL,2017
LEANDRE,0,0,7,2,9,PV,2017
LUISA CANZIANI,0,0,0,0,0,PTB,2017
LUIZÃO GOULART,0,0,0,0,0,PRB,2017
FERNANDA MELCHIONNA,0,0,0,0,0,PSOL,2017
HELDER SALOMÃO,0,0,1,3,4,PT,2017
REJANE DIAS,0,0,0,0,0,PT,2017
CÉLIO MOURA,0,0,0,0,0,PT,2017
MÁRCIO JERRY,0,0,0,0,0,PCdoB,2017
PEDRO AUGUSTO BEZERRA,0,0,0,0,0,PTB,2017
