Nome,Status
ROBERTO DE LUCENA,"Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Arquivada, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Parecer, Arquivada, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Devolvida ao Autor, Arquivada, Tramitando em Conjunto, Devolvida ao Autor, Devolvida ao Autor, Devolvida ao Autor, Devolvida ao Autor, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Prioridade (Art. 151, II, RICD)"
GONZAGA PATRIOTA,"Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Aguardando Parecer, Arquivada, Arquivada, Tramitando em Conjunto, Arquivada, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro"
CARLOS VERAS,A Proposicao procurada nao existe
EDIO LOPES,Tramitando em Conjunto
MARIA DO ROSÁRIO,A Proposicao procurada nao existe
CORONEL CHRISÓSTOMO,A Proposicao procurada nao existe
FABIO SCHIOCHET,A Proposicao procurada nao existe
LUIZIANNE LINS,A Proposicao procurada nao existe
NIVALDO ALBUQUERQUE,A Proposicao procurada nao existe
NICOLETTI,A Proposicao procurada nao existe
ALAN RICK,A Proposicao procurada nao existe
RICARDO TEOBALDO,A Proposicao procurada nao existe
GLEISI HOFFMANN,"Aguardando Designação de Relator, Aguardando Designação de Relator"
OSIRES DAMASO,A Proposicao procurada nao existe
FLAVIO NOGUEIRA,A Proposicao procurada nao existe
EDMILSON RODRIGUES,A Proposicao procurada nao existe
ULDURICO JUNIOR,A Proposicao procurada nao existe
VICENTINHO JÚNIOR,A Proposicao procurada nao existe
DELEGADO PABLO,A Proposicao procurada nao existe
MARX BELTRÃO,A Proposicao procurada nao existe
NILTO TATTO,A Proposicao procurada nao existe
HILDO ROCHA,A Proposicao procurada nao existe
VERMELHO,A Proposicao procurada nao existe
NERI GELLER,"Tramitando em Conjunto, Arquivada, Arquivada, Arquivada"
DANIEL ALMEIDA,"Arquivada, Arquivada, Retirado pelo Autor"
ACÁCIO FAVACHO,A Proposicao procurada nao existe
AIRTON FALEIRO,A Proposicao procurada nao existe
VINICIUS GURGEL,Tramitando em Conjunto
PR. MARCO FELICIANO,A Proposicao procurada nao existe
DULCE MIRANDA,A Proposicao procurada nao existe
JÚLIO CESAR,Arquivada
PEDRO LUCAS FERNANDES,A Proposicao procurada nao existe
JOSÉ PRIANTE,"Tramitando em Conjunto, Arquivada"
MARGARETE COELHO,A Proposicao procurada nao existe
HEITOR FREIRE,A Proposicao procurada nao existe
CÉLIO SILVEIRA,A Proposicao procurada nao existe
MARCELO NILO,A Proposicao procurada nao existe
DOMINGOS NETO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
BETO ROSADO,A Proposicao procurada nao existe
LUIZ NISHIMORI,"Arquivada, Devolvida ao Autor, Arquivada, Arquivada"
PAULO TEIXEIRA,"Transformado em Norma Jurídica, Aguardando Deliberação, Tramitando em Conjunto"
ALINE GURGEL,A Proposicao procurada nao existe
ÁTILA LINS,A Proposicao procurada nao existe
JOSÉ AIRTON FÉLIX CIRILO,A Proposicao procurada nao existe
BETO FARO,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
SILVIO COSTA FILHO,A Proposicao procurada nao existe
SAMUEL MOREIRA,A Proposicao procurada nao existe
CAPITÃO AUGUSTO,A Proposicao procurada nao existe
PROFESSOR ALCIDES,A Proposicao procurada nao existe
EUCLYDES PETTERSEN,A Proposicao procurada nao existe
JULIAN LEMOS,A Proposicao procurada nao existe
BILAC PINTO,A Proposicao procurada nao existe
IGOR TIMO,A Proposicao procurada nao existe
AFONSO MOTTA,A Proposicao procurada nao existe
JOSÉ GUIMARÃES,"Arquivada, Arquivada, Arquivada, Arquivada, Devolvida ao Autor, Aguardando Parecer, Arquivada"
RUY CARNEIRO,Arquivada
JERÔNIMO GOERGEN,Arquivada
ARTHUR OLIVEIRA MAIA,"Aguardando Designação de Relator, Pronta para Pauta, Arquivada, Aguardando Designação de Relator"
ROBÉRIO MONTEIRO,A Proposicao procurada nao existe
LEONARDO MONTEIRO,Arquivada
MÁRCIO MARINHO,"Prioridade (Art. 151, II, RICD), Ordinária (Art. 151, III, RICD), Retirado pelo Autor, Arquivada, Arquivada, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Devolvida ao Autor, Tramitando em Conjunto"
NELSON PELLEGRINO,"Arquivada, Arquivada, Arquivada, Aguardando Apreciação pelo Senado Federal"
GIACOBO,A Proposicao procurada nao existe
VINICIUS CARVALHO,A Proposicao procurada nao existe
VAVÁ MARTINS,A Proposicao procurada nao existe
GIL CUTRIM,A Proposicao procurada nao existe
PAULO BENGTSON,A Proposicao procurada nao existe
DARCI DE MATOS,A Proposicao procurada nao existe
PATRUS ANANIAS,A Proposicao procurada nao existe
DAGOBERTO NOGUEIRA,A Proposicao procurada nao existe
JORGE SOLLA,A Proposicao procurada nao existe
ROBERTO ALVES,A Proposicao procurada nao existe
REINHOLD STEPHANES JUNIOR,A Proposicao procurada nao existe
EVANDRO ROMAN,A Proposicao procurada nao existe
SHÉRIDAN,A Proposicao procurada nao existe
ELMAR NASCIMENTO,A Proposicao procurada nao existe
SEVERINO PESSOA,A Proposicao procurada nao existe
RUBENS OTONI,A Proposicao procurada nao existe
RAFAEL MOTTA,A Proposicao procurada nao existe
FERNANDO MONTEIRO,A Proposicao procurada nao existe
FREI ANASTACIO RIBEIRO,A Proposicao procurada nao existe
CHRISTIANE DE SOUZA YARED,A Proposicao procurada nao existe
MISAEL VARELLA,A Proposicao procurada nao existe
LUCAS VERGILIO,A Proposicao procurada nao existe
ELI CORRÊA FILHO,"Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Arquivada, Aguardando Apreciação pelo Senado Federal"
BALEIA ROSSI,A Proposicao procurada nao existe
JANDIRA FEGHALI,"Arquivada, Tramitando em Conjunto, Transformado em Norma Jurídica, Tramitando em Conjunto"
JOÃO MAIA,A Proposicao procurada nao existe
JOÃO MARCELO SOUZA,A Proposicao procurada nao existe
GELSON AZEVEDO,A Proposicao procurada nao existe
TEREZA NELMA,A Proposicao procurada nao existe
VINICIUS FARAH,A Proposicao procurada nao existe
ALCEU MOREIRA,"Pronta para Pauta, Aguardando Designação de Relator, Arquivada, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Designação de Relator"
LEÔNIDAS CRISTINO,A Proposicao procurada nao existe
MAURÍCIO DZIEDRICKI,Tramitando em Conjunto
VANDERLEI MACRIS,"Ordinária (Art. 151, III, RICD), Aguardando Designação de Relator, Arquivada"
EDUARDO CURY,A Proposicao procurada nao existe
RONALDO CARLETTO,A Proposicao procurada nao existe
ANTONIO BRITO,"Transformado em Norma Jurídica, Prioridade (Art. 151, II, RICD), Devolvida ao Autor"
ZÉ SILVA,"Arquivada, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Aguardando Parecer, Arquivada"
MARCON,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
JOÃO CAMPOS,"Aguardando Designação de Relator, Arquivada, Retirado pelo Autor, Retirado pelo Autor, Retirado pelo Autor, Arquivada, Ordinária (Art. 151, III, RICD), Arquivada, Tramitando em Conjunto, Devolvida ao Autor, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator"
MÁRCIO LABRE,A Proposicao procurada nao existe
EXPEDITO NETTO,A Proposicao procurada nao existe
WILSON SANTIAGO,A Proposicao procurada nao existe
MARÍLIA ARRAES,A Proposicao procurada nao existe
SERGIO SOUZA,A Proposicao procurada nao existe
JESUS SÉRGIO,A Proposicao procurada nao existe
MÁRCIO BIOLCHI,A Proposicao procurada nao existe
MARA ROCHA,A Proposicao procurada nao existe
HUGO MOTTA,"Arquivada, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto"
ANDRÉ ABDON,A Proposicao procurada nao existe
ALEX MANENTE,A Proposicao procurada nao existe
DARCÍSIO PERONDI,Arquivada
BOHN GASS,Aguardando Designação de Relator
DANIEL FREITAS,A Proposicao procurada nao existe
EROS BIONDINI,"Aguardando Designação de Relator, Aguardando Deliberação, Aguardando Deliberação de Recurso, Aguardando Designação de Relator"
LINCOLN PORTELA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Arquivada, Retirado pelo Autor, Aguardando Parecer"
ALEX SANTANA,A Proposicao procurada nao existe
AUGUSTO COUTINHO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer"
DOMINGOS SÁVIO,"Arquivada, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator"
ANDRÉ DE PAULA,A Proposicao procurada nao existe
WALTER ALVES,A Proposicao procurada nao existe
CARLOS SAMPAIO,"Tramitando em Conjunto, Tramitando em Conjunto"
BACELAR,A Proposicao procurada nao existe
GEOVANIA DE SÁ,A Proposicao procurada nao existe
SILVIA CRISTINA,A Proposicao procurada nao existe
CLAUDIO CAJADO,Arquivada
MÁRIO NEGROMONTE JR.,A Proposicao procurada nao existe
ORLANDO SILVA,A Proposicao procurada nao existe
GENINHO ZULIANI,A Proposicao procurada nao existe
RAUL HENRY,A Proposicao procurada nao existe
ROSANGELA GOMES,A Proposicao procurada nao existe
NEREU CRISPIM,A Proposicao procurada nao existe
MANUEL MARCOS,A Proposicao procurada nao existe
CACÁ LEÃO,A Proposicao procurada nao existe
VITOR LIPPI,A Proposicao procurada nao existe
POMPEO DE MATTOS,A Proposicao procurada nao existe
TALÍRIA PETRONE,A Proposicao procurada nao existe
MÁRIO HERINGER,A Proposicao procurada nao existe
VALMIR ASSUNÇÃO,"Ordinária (Art. 151, III, RICD), Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto"
CARLOS HENRIQUE GAGUIM,A Proposicao procurada nao existe
CRISTIANO VALE,A Proposicao procurada nao existe
ZÉ VITOR,A Proposicao procurada nao existe
FAUSTO PINATO,A Proposicao procurada nao existe
TIAGO DIMAS,A Proposicao procurada nao existe
FÁBIO MITIDIERI,A Proposicao procurada nao existe
ERIKA KOKAY,"Aguardando Designação de Relator, Arquivada, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Arquivada, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Urgência (Art. 155, RICD), Urgência (Art. 155, RICD)"
PEDRO UCZAI,"Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Arquivada, Transformado em Norma Jurídica, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto"
BOCA ABERTA,A Proposicao procurada nao existe
JUSCELINO FILHO,A Proposicao procurada nao existe
PROFESSORA ROSA NEIDE,A Proposicao procurada nao existe
CAMILO CAPIBERIBE,A Proposicao procurada nao existe
LEUR LOMANTO JÚNIOR,A Proposicao procurada nao existe
MARCELO FREIXO,A Proposicao procurada nao existe
GUILHERME DERRITE,A Proposicao procurada nao existe
REGINALDO LOPES,Devolvida ao Autor
PEDRO WESTPHALEN,A Proposicao procurada nao existe
JAQUELINE CASSOL,A Proposicao procurada nao existe
ABÍLIO SANTANA,A Proposicao procurada nao existe
FÁBIO HENRIQUE,A Proposicao procurada nao existe
JOAQUIM PASSARINHO,A Proposicao procurada nao existe
DIMAS FABIANO,"Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator"
MARCOS AURÉLIO SAMPAIO,A Proposicao procurada nao existe
JÚLIO DELGADO,"Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto"
EVAIR VIEIRA DE MELO,A Proposicao procurada nao existe
JHC,A Proposicao procurada nao existe
PAULO ABI-ACKEL,"Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer"
JOSÉ NUNES,A Proposicao procurada nao existe
PAULO FREIRE COSTA,A Proposicao procurada nao existe
JOSÉ ROCHA,A Proposicao procurada nao existe
LUCIANO DUCCI,A Proposicao procurada nao existe
PAULO GUEDES,A Proposicao procurada nao existe
CELSO MALDANER,A Proposicao procurada nao existe
NILSON PINTO,A Proposicao procurada nao existe
RUBENS BUENO,"Aguardando Designação de Relator, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Transformado em Norma Jurídica, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Pronta para Pauta, Arquivada, Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Urgência (Art. 155, RICD), Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto"
DAVID SOARES,A Proposicao procurada nao existe
DENIS BEZERRA,A Proposicao procurada nao existe
RENATA ABREU,A Proposicao procurada nao existe
JOSÉ RICARDO,A Proposicao procurada nao existe
MARLON SANTOS,A Proposicao procurada nao existe
VALDEVAN NOVENTA,A Proposicao procurada nao existe
AFONSO HAMM,Arquivada
ZECA DIRCEU,"Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Parecer"
GUSTINHO RIBEIRO,A Proposicao procurada nao existe
BENEDITA DA SILVA,"Arquivada, Tramitando em Conjunto, Aguardando Parecer"
ALICE PORTUGAL,Tramitando em Conjunto
PAULO PIMENTA,"Devolvida ao Autor, Retirado pelo Autor, Retirado pelo Autor, Arquivada, Arquivada, Retirado pelo Autor, Aguardando Parecer, Arquivada"
GIOVANI CHERINI,"Tramitando em Conjunto, Arquivada, Ordinária (Art. 151, III, RICD), Arquivada, Retirado pelo Autor, Arquivada, Arquivada, Aguardando Parecer, Tramitando em Conjunto, Arquivada, Arquivada, Arquivada, Aguardando Parecer, Arquivada, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
ALESSANDRO MOLON,"Arquivada, Arquivada, Retirado pelo Autor, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Arquivada, Aguardando Designação de Relator"
AROLDO MARTINS,A Proposicao procurada nao existe
ALIEL MACHADO,A Proposicao procurada nao existe
AFONSO FLORENCE,A Proposicao procurada nao existe
ALEXANDRE PADILHA,A Proposicao procurada nao existe
DRA. VANDA MILANI,A Proposicao procurada nao existe
IDILVAN ALENCAR,A Proposicao procurada nao existe
JÚNIOR MANO,A Proposicao procurada nao existe
ODAIR CUNHA,Arquivada
NATÁLIA BONAVIDES,A Proposicao procurada nao existe
TITO,A Proposicao procurada nao existe
CAPITÃO WAGNER,A Proposicao procurada nao existe
ALINE SLEUTJES,A Proposicao procurada nao existe
ÁTILA LIRA,A Proposicao procurada nao existe
FELIPE FRANCISCHINI,A Proposicao procurada nao existe
MARGARIDA SALOMÃO,A Proposicao procurada nao existe
DANRLEI DE DEUS HINTERHOLZ,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
PAULO AZI,A Proposicao procurada nao existe
SEBASTIÃO OLIVEIRA,A Proposicao procurada nao existe
ANGELA AMIN,A Proposicao procurada nao existe
PROFESSOR JOZIEL,A Proposicao procurada nao existe
DR. JAZIEL,A Proposicao procurada nao existe
MARINA SANTOS,A Proposicao procurada nao existe
JUNINHO DO PNEU,A Proposicao procurada nao existe
FLORDELIS,A Proposicao procurada nao existe
EDILÁZIO JÚNIOR,A Proposicao procurada nao existe
ROBERTO PESSOA,A Proposicao procurada nao existe
PROFESSORA DAYANE PIMENTEL,A Proposicao procurada nao existe
JOÃO H. CAMPOS,A Proposicao procurada nao existe
FÁBIO FARIA,"Aguardando Designação de Relator, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Aguardando Parecer, Arquivada"
ADRIANO DO BALDY,A Proposicao procurada nao existe
WALDENOR PEREIRA,Aguardando Parecer
OTONI DE PAULA,A Proposicao procurada nao existe
GLAUSTIN FOKUS,A Proposicao procurada nao existe
EDUARDO COSTA,A Proposicao procurada nao existe
PADRE JOÃO,A Proposicao procurada nao existe
RICARDO IZAR,"Aguardando Parecer, Ordinária (Art. 151, III, RICD), Retirado pelo Autor, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Aguardando Apreciação pelo Senado Federal, Aguardando Deliberação de Recurso, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Aguardando Deliberação de Recurso, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Urgência (Art. 155, RICD), Aguardando Designação de Relator"
PAULÃO,A Proposicao procurada nao existe
CAPITÃO ALBERTO NETO,A Proposicao procurada nao existe
GENECIAS NORONHA,
GUILHERME MUSSI,"Tramitando em Conjunto, Retirado pelo Autor, Retirado pelo Autor, Aguardando Parecer, Arquivada, Aguardando Designação de Relator"
HENRIQUE FONTANA,A Proposicao procurada nao existe
DANIEL SILVEIRA,A Proposicao procurada nao existe
MARCOS PEREIRA,A Proposicao procurada nao existe
CLARISSA GAROTINHO,A Proposicao procurada nao existe
AJ ALBUQUERQUE,A Proposicao procurada nao existe
WOLNEY QUEIROZ,A Proposicao procurada nao existe
OTACI NASCIMENTO,A Proposicao procurada nao existe
HERCULANO PASSOS,A Proposicao procurada nao existe
LUCIO MOSQUINI,A Proposicao procurada nao existe
ZÉ CARLOS,A Proposicao procurada nao existe
DANIEL COELHO,A Proposicao procurada nao existe
GILBERTO NASCIMENTO,A Proposicao procurada nao existe
RODRIGO DE CASTRO,"Arquivada, Arquivada, Aguardando Designação de Relator"
EDNA HENRIQUE,A Proposicao procurada nao existe
ALEXANDRE SERFIOTIS,A Proposicao procurada nao existe
MARCELO BRUM,A Proposicao procurada nao existe
JOSEILDO RAMOS,A Proposicao procurada nao existe
GURGEL,Tramitando em Conjunto
GUTEMBERG REIS,A Proposicao procurada nao existe
DIEGO GARCIA,A Proposicao procurada nao existe
CARLOS ZARATTINI,
IRACEMA PORTELLA,"Arquivada, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer"
HAROLDO CATHEDRAL,A Proposicao procurada nao existe
JEFFERSON CAMPOS,"Arquivada, Arquivada, Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Apreciação pelo Senado Federal, Arquivada, Prioridade (Art. 151, II, RICD)"
ALÊ SILVA,A Proposicao procurada nao existe
SERGIO VIDIGAL,A Proposicao procurada nao existe
MAURO LOPES,A Proposicao procurada nao existe
MARIA ROSAS,A Proposicao procurada nao existe
RUI FALCÃO,A Proposicao procurada nao existe
MAGDA MOFATTO,A Proposicao procurada nao existe
ALUISIO MENDES,A Proposicao procurada nao existe
CARLOS JORDY,A Proposicao procurada nao existe
RICARDO BARROS,A Proposicao procurada nao existe
GLAUBER BRAGA,Pronta para Pauta
SUBTENENTE GONZAGA,A Proposicao procurada nao existe
CEZINHA DE MADUREIRA,A Proposicao procurada nao existe
SANTINI,A Proposicao procurada nao existe
ROGÉRIO PENINHA MENDONÇA,"Arquivada, Arquivada, Arquivada, Pronta para Pauta"
PASTOR EURICO,"Aguardando Parecer, Arquivada, Tramitando em Conjunto"
DANIELA DO WAGUINHO,A Proposicao procurada nao existe
TABATA AMARAL,A Proposicao procurada nao existe
PEDRO PAULO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
VALTENIR PEREIRA,"Arquivada, Arquivada, Arquivada, Transformado em Norma Jurídica, Tramitando em Conjunto, Tramitando em Conjunto"
ALTINEU CÔRTES,A Proposicao procurada nao existe
FERNANDO COELHO FILHO,"Prioridade (Art. 151, II, RICD)"
JOSIMAR MARANHÃOZINHO,A Proposicao procurada nao existe
DA VITORIA,A Proposicao procurada nao existe
CARLOS CHIODINI,A Proposicao procurada nao existe
OSSESIO SILVA,A Proposicao procurada nao existe
CHARLES FERNANDES,A Proposicao procurada nao existe
LAFAYETTE DE ANDRADA,A Proposicao procurada nao existe
RAIMUNDO COSTA,A Proposicao procurada nao existe
MOSES RODRIGUES,A Proposicao procurada nao existe
AGUINALDO RIBEIRO,"Aguardando Apreciação do Veto, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Retirado pelo Autor, Arquivada, Tramitando em Conjunto, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Urgência (Art. 64, CF), Aguardando Designação de Relator, Transformado em Norma Jurídica, Arquivada, Aguardando Parecer, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Arquivada, Arquivada, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Arquivada, Arquivada, Arquivada, Aguardando Designação de Relator, Retirado pelo Autor, Arquivada, Retirado pelo Autor, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto"
CHARLLES EVANGELISTA,A Proposicao procurada nao existe
WLADIMIR GAROTINHO,A Proposicao procurada nao existe
DR. LUIZ ANTONIO TEIXEIRA JR.,A Proposicao procurada nao existe
ARNALDO JARDIM,"Aguardando Parecer, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator"
SÓSTENES CAVALCANTE,A Proposicao procurada nao existe
CELSO RUSSOMANNO,A Proposicao procurada nao existe
SÂMIA BOMFIM,A Proposicao procurada nao existe
LEANDRE,A Proposicao procurada nao existe
LUISA CANZIANI,A Proposicao procurada nao existe
LUIZÃO GOULART,A Proposicao procurada nao existe
FERNANDA MELCHIONNA,A Proposicao procurada nao existe
HELDER SALOMÃO,A Proposicao procurada nao existe
REJANE DIAS,A Proposicao procurada nao existe
CÉLIO MOURA,A Proposicao procurada nao existe
MÁRCIO JERRY,A Proposicao procurada nao existe
PEDRO AUGUSTO BEZERRA,A Proposicao procurada nao existe
DELEGADO MARCELO FREITAS,A Proposicao procurada nao existe
LOESTER TRUTIS,A Proposicao procurada nao existe
EFRAIM FILHO,"Aguardando Deliberação, Arquivada, Arquivada, Tramitando em Conjunto, Aguardando Parecer, Transformado em Norma Jurídica"
MILTON VIEIRA,A Proposicao procurada nao existe
VICENTINHO,"Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Retirado pelo Autor"
LAERCIO OLIVEIRA,"Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Arquivada, Retirado pelo Autor, Aguardando Parecer, Urgência (Art. 155, RICD), Aguardando Parecer, Aguardando Designação de Relator, Arquivada, Ordinária (Art. 151, III, RICD), Transformado em Norma Jurídica, Arquivada, Tramitando em Conjunto, Arquivada, Prioridade (Art. 151, II, RICD), Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação de Recurso, Retirado pelo Autor, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Arquivada, Arquivada, Devolvida ao Autor, Tramitando em Conjunto"
ALEXANDRE LEITE,"Prioridade (Art. 151, II, RICD), Aguardando Parecer"
