Nome,Status
AIRTON FALEIRO,A Proposicao procurada nao existe
TONINHO WANDSCHEER,A Proposicao procurada nao existe
ENIO VERRI,A Proposicao procurada nao existe
JOÃO MARCELO SOUZA,A Proposicao procurada nao existe
CELSO SABINO,A Proposicao procurada nao existe
ROBERTO DE LUCENA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CORONEL CHRISÓSTOMO,A Proposicao procurada nao existe
AFONSO MOTTA,"Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Arquivada, Arquivada, Tramitando em Conjunto"
MARIA DO ROSÁRIO,"Arquivada, Aguardando Apreciação pelo Senado Federal"
ALAN RICK,"Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Arquivada"
HIRAN GONÇALVES,Pronta para Pauta
FERNANDO MONTEIRO,Arquivada
DAMIÃO FELICIANO,"Aguardando Parecer, Tramitando em Conjunto"
GONZAGA PATRIOTA,"Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator"
JÉSSICA SALES,A Proposicao procurada nao existe
PAULO TEIXEIRA,"Tramitando em Conjunto, Prioridade (Art. 151, II, RICD)"
CARLOS VERAS,A Proposicao procurada nao existe
FLAVIO NOGUEIRA,A Proposicao procurada nao existe
HILDO ROCHA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Autógrafos na Mesa, Urgência (Art. 155, RICD), Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Transformado em Norma Jurídica, Aguardando Designação de Relator"
OSIRES DAMASO,A Proposicao procurada nao existe
FABIO SCHIOCHET,A Proposicao procurada nao existe
GLEISI HOFFMANN,"Aguardando Deliberação, Aguardando Parecer"
LUIZIANNE LINS,"Transformado em Norma Jurídica, Aguardando Parecer, Transformado em Norma Jurídica"
DELEGADO PABLO,A Proposicao procurada nao existe
CHRISTIANE DE SOUZA YARED,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Arquivada"
NICOLETTI,A Proposicao procurada nao existe
RICARDO TEOBALDO,A Proposicao procurada nao existe
EDMILSON RODRIGUES,A Proposicao procurada nao existe
ULDURICO JUNIOR,"Arquivada, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
VICENTINHO JÚNIOR,"Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
NERI GELLER,A Proposicao procurada nao existe
NILTO TATTO,"Aguardando Criação de Comissão Temporária, Ordinária (Art. 151, III, RICD), Devolvida ao Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto, Devolvida ao Autor, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Urgência (Art. 155, RICD)"
VERMELHO,A Proposicao procurada nao existe
LUIZ NISHIMORI,A Proposicao procurada nao existe
LUCAS VERGILIO,"Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Devolvida ao Autor"
ÁTILA LINS,A Proposicao procurada nao existe
DAGOBERTO NOGUEIRA,A Proposicao procurada nao existe
JOSÉ PRIANTE,A Proposicao procurada nao existe
JULIAN LEMOS,A Proposicao procurada nao existe
JOÃO MAIA,A Proposicao procurada nao existe
DULCE MIRANDA,"Arquivada, Aguardando Designação de Relator, Aguardando Designação de Relator"
BETO FARO,A Proposicao procurada nao existe
VINICIUS GURGEL,"Urgência (Art. 155, RICD), Tramitando em Conjunto"
PR. MARCO FELICIANO,"Aguardando Parecer, Tramitando em Conjunto"
SILVIO COSTA FILHO,A Proposicao procurada nao existe
LEÔNIDAS CRISTINO,Aguardando Parecer
ELMAR NASCIMENTO,A Proposicao procurada nao existe
JÚLIO CESAR,A Proposicao procurada nao existe
PEDRO LUCAS FERNANDES,A Proposicao procurada nao existe
ARTHUR OLIVEIRA MAIA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
MARGARETE COELHO,A Proposicao procurada nao existe
BETO ROSADO,"Aguardando Designação de Relator, Aguardando Parecer, Arquivada"
HEITOR FREIRE,A Proposicao procurada nao existe
LEONARDO MONTEIRO,A Proposicao procurada nao existe
LINCOLN PORTELA,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD)"
FÁBIO HENRIQUE,A Proposicao procurada nao existe
GIL CUTRIM,A Proposicao procurada nao existe
MAURÍCIO DZIEDRICKI,A Proposicao procurada nao existe
MARCELO NILO,A Proposicao procurada nao existe
CÉLIO SILVEIRA,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Aguardando Designação de Relator"
VINICIUS CARVALHO,"Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Urgência (Art. 155, RICD), Pronta para Pauta, Retirado pelo Autor, Aguardando Parecer"
SAMUEL MOREIRA,Aguardando Designação de Relator
DANIEL FREITAS,A Proposicao procurada nao existe
DARCI DE MATOS,A Proposicao procurada nao existe
DOMINGOS NETO,A Proposicao procurada nao existe
ALEX MANENTE,Aguardando Designação de Relator
JORGE SOLLA,Tramitando em Conjunto
ALINE GURGEL,A Proposicao procurada nao existe
ALEX SANTANA,A Proposicao procurada nao existe
ELI CORRÊA FILHO,"Tramitando em Conjunto, Arquivada"
JOSÉ AIRTON FÉLIX CIRILO,A Proposicao procurada nao existe
EUCLYDES PETTERSEN,A Proposicao procurada nao existe
CAPITÃO AUGUSTO,"Aguardando Apreciação pelo Senado Federal, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Pronta para Pauta"
IGOR TIMO,A Proposicao procurada nao existe
RUY CARNEIRO,A Proposicao procurada nao existe
PROFESSOR ALCIDES,A Proposicao procurada nao existe
MÁRCIO BIOLCHI,A Proposicao procurada nao existe
BILAC PINTO,A Proposicao procurada nao existe
MÁRCIO MARINHO,"Tramitando em Conjunto, Tramitando em Conjunto"
VAVÁ MARTINS,A Proposicao procurada nao existe
MANUEL MARCOS,A Proposicao procurada nao existe
RAFAEL MOTTA,"Aguardando Designação de Relator, Tramitando em Conjunto, Urgência (Art. 155, RICD), Urgência (Art. 155, RICD), Aguardando Designação de Relator, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Devolvida ao Autor"
JOSÉ GUIMARÃES,"Tramitando em Conjunto, Aguardando Designação de Relator"
TEREZA NELMA,A Proposicao procurada nao existe
REINHOLD STEPHANES JUNIOR,A Proposicao procurada nao existe
ROBERTO ALVES,"Tramitando em Conjunto, Arquivada, Devolvida ao Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator"
ROBÉRIO MONTEIRO,A Proposicao procurada nao existe
JERÔNIMO GOERGEN,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Urgência (Art. 155, RICD), Pronta para Pauta, Aguardando Designação de Relator, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Designação de Relator"
FREI ANASTACIO RIBEIRO,A Proposicao procurada nao existe
EVANDRO ROMAN,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
GIACOBO,A Proposicao procurada nao existe
BALEIA ROSSI,Arquivada
NELSON PELLEGRINO,Arquivada
PATRUS ANANIAS,"Tramitando em Conjunto, Aguardando Parecer"
MARÍLIA ARRAES,A Proposicao procurada nao existe
VANDERLEI MACRIS,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator"
JOSÉ NUNES,A Proposicao procurada nao existe
PAULO BENGTSON,A Proposicao procurada nao existe
MISAEL VARELLA,A Proposicao procurada nao existe
SHÉRIDAN,"Tramitando em Conjunto, Tramitando em Conjunto"
EXPEDITO NETTO,A Proposicao procurada nao existe
EROS BIONDINI,"Aguardando Parecer, Devolvida ao Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
SEVERINO PESSOA,A Proposicao procurada nao existe
RUBENS OTONI,A Proposicao procurada nao existe
JANDIRA FEGHALI,"Tramitando em Conjunto, Tramitando em Conjunto, Transformado em Norma Jurídica"
ALCEU MOREIRA,"Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
ANDRÉ ABDON,"Arquivada, Arquivada"
ROBERTO PESSOA,A Proposicao procurada nao existe
VINICIUS FARAH,A Proposicao procurada nao existe
LUCIANO DUCCI,"Devolvida ao Autor, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Parecer"
JOÃO CAMPOS,"Aguardando Parecer, Transformado em nova proposição"
GELSON AZEVEDO,A Proposicao procurada nao existe
CARLOS SAMPAIO,"Tramitando em Conjunto, Tramitando em Conjunto"
GUSTINHO RIBEIRO,A Proposicao procurada nao existe
MARA ROCHA,A Proposicao procurada nao existe
MARCON,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
DARCÍSIO PERONDI,A Proposicao procurada nao existe
DOMINGOS SÁVIO,"Aguardando Designação de Relator, Aguardando Designação de Relator"
NEREU CRISPIM,A Proposicao procurada nao existe
PEDRO UCZAI,"Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Devolvida ao Autor"
EDUARDO CURY,A Proposicao procurada nao existe
WILSON SANTIAGO,A Proposicao procurada nao existe
ZÉ SILVA,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator"
MARLON SANTOS,A Proposicao procurada nao existe
VITOR LIPPI,A Proposicao procurada nao existe
RONALDO CARLETTO,"Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Recurso, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto"
MARCOS AURÉLIO SAMPAIO,A Proposicao procurada nao existe
PAULO GUEDES,A Proposicao procurada nao existe
ANTONIO BRITO,"Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator"
HUGO MOTTA,Tramitando em Conjunto
MÁRCIO LABRE,A Proposicao procurada nao existe
JESUS SÉRGIO,A Proposicao procurada nao existe
PAULO ABI-ACKEL,A Proposicao procurada nao existe
SERGIO SOUZA,Tramitando em Conjunto
AFONSO HAMM,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Autógrafos na Mesa, Arquivada, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Transformado em Norma Jurídica, Pronta para Pauta"
SILVIA CRISTINA,A Proposicao procurada nao existe
ALINE SLEUTJES,A Proposicao procurada nao existe
ORLANDO SILVA,"Pronta para Pauta, Tramitando em Conjunto"
ALICE PORTUGAL,Devolvida ao Autor
BOHN GASS,A Proposicao procurada nao existe
CLAUDIO CAJADO,A Proposicao procurada nao existe
RAUL HENRY,A Proposicao procurada nao existe
CAMILO CAPIBERIBE,A Proposicao procurada nao existe
AUGUSTO COUTINHO,"Arquivada, Transformado em Norma Jurídica"
MÁRIO NEGROMONTE JR.,"Tramitando em Conjunto, Tramitando em Conjunto"
DANRLEI DE DEUS HINTERHOLZ,"Tramitando em Conjunto, Tramitando em Conjunto"
GENINHO ZULIANI,A Proposicao procurada nao existe
CELSO MALDANER,Tramitando em Conjunto
GEOVANIA DE SÁ,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto"
TIAGO DIMAS,A Proposicao procurada nao existe
ANDRÉ DE PAULA,A Proposicao procurada nao existe
WALTER ALVES,"Arquivada, Arquivada, Aguardando Designação de Relator, Aguardando Designação de Relator"
JOSÉ RICARDO,A Proposicao procurada nao existe
BACELAR,"Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD)"
AROLDO MARTINS,A Proposicao procurada nao existe
ÁTILA LIRA,A Proposicao procurada nao existe
BENEDITA DA SILVA,"Tramitando em Conjunto, Tramitando em Conjunto"
POMPEO DE MATTOS,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Arquivada, Devolvida ao Autor, Urgência (Art. 155, RICD), Arquivada, Tramitando em Conjunto"
DIMAS FABIANO,A Proposicao procurada nao existe
DENIS BEZERRA,A Proposicao procurada nao existe
ZÉ VITOR,A Proposicao procurada nao existe
FLORDELIS,A Proposicao procurada nao existe
ROSANGELA GOMES,"Tramitando em Conjunto, Arquivada, Aguardando Deliberação"
CARLOS HENRIQUE GAGUIM,"Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Retirado pelo Autor, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Retirado pelo Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
TITO,A Proposicao procurada nao existe
PROFESSORA ROSA NEIDE,A Proposicao procurada nao existe
CACÁ LEÃO,"Arquivada, Retirado pelo Autor, Arquivada"
JAQUELINE CASSOL,A Proposicao procurada nao existe
FAUSTO PINATO,"Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
JUSCELINO FILHO,A Proposicao procurada nao existe
MÁRIO HERINGER,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Arquivada, Retirado pelo Autor"
GUILHERME DERRITE,A Proposicao procurada nao existe
TALÍRIA PETRONE,A Proposicao procurada nao existe
ADRIANO DO BALDY,A Proposicao procurada nao existe
VALMIR ASSUNÇÃO,"Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Pronta para Pauta"
CRISTIANO VALE,A Proposicao procurada nao existe
FÁBIO MITIDIERI,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto"
JOAQUIM PASSARINHO,Aguardando Parecer
EVAIR VIEIRA DE MELO,Aguardando Designação de Relator
PAULO FREIRE COSTA,A Proposicao procurada nao existe
MARCELO FREIXO,A Proposicao procurada nao existe
BOCA ABERTA,A Proposicao procurada nao existe
REGINALDO LOPES,Pronta para Pauta
ERIKA KOKAY,"Pronta para Pauta, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Devolvida ao Autor, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Devolvida ao Autor, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
JÚLIO DELGADO,A Proposicao procurada nao existe
ALEXANDRE PADILHA,A Proposicao procurada nao existe
DAVID SOARES,A Proposicao procurada nao existe
LEUR LOMANTO JÚNIOR,A Proposicao procurada nao existe
RUBENS BUENO,"Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
PEDRO WESTPHALEN,A Proposicao procurada nao existe
ABÍLIO SANTANA,A Proposicao procurada nao existe
AFONSO FLORENCE,A Proposicao procurada nao existe
SEBASTIÃO OLIVEIRA,A Proposicao procurada nao existe
JOSÉ ROCHA,Tramitando em Conjunto
ALIEL MACHADO,Tramitando em Conjunto
RODRIGO DE CASTRO,A Proposicao procurada nao existe
JHC,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada"
GENECIAS NORONHA,Tramitando em Conjunto
GLAUSTIN FOKUS,A Proposicao procurada nao existe
JUNINHO DO PNEU,A Proposicao procurada nao existe
GURGEL,"Urgência (Art. 155, RICD), Tramitando em Conjunto"
HELDER SALOMÃO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Prioridade (Art. 151, II, RICD)"
IDILVAN ALENCAR,A Proposicao procurada nao existe
JEFFERSON CAMPOS,"Tramitando em Conjunto, Tramitando em Conjunto"
NILSON PINTO,A Proposicao procurada nao existe
RENATA ABREU,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Designação de Relator"
LOESTER TRUTIS,A Proposicao procurada nao existe
JÚNIOR MANO,A Proposicao procurada nao existe
VALDEVAN NOVENTA,A Proposicao procurada nao existe
ZECA DIRCEU,A Proposicao procurada nao existe
EDUARDO BISMARCK,A Proposicao procurada nao existe
PROFESSORA DAYANE PIMENTEL,A Proposicao procurada nao existe
GIOVANI CHERINI,"Prioridade (Art. 151, II, RICD), Arquivada, Tramitando em Conjunto"
PAULO PIMENTA,Devolvida ao Autor
DIEGO GARCIA,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Transformado em Norma Jurídica, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
ALESSANDRO MOLON,"Aguardando Parecer, Aguardando Parecer"
ALEXANDRE SERFIOTIS,A Proposicao procurada nao existe
MARCOS PEREIRA,A Proposicao procurada nao existe
MARIA ROSAS,A Proposicao procurada nao existe
WALDENOR PEREIRA,A Proposicao procurada nao existe
ANGELA AMIN,A Proposicao procurada nao existe
PADRE JOÃO,A Proposicao procurada nao existe
IRACEMA PORTELLA,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CARLOS ZARATTINI,"Aguardando Parecer, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Transformado em Norma Jurídica, Tramitando em Conjunto, Retirado pelo Autor"
ODAIR CUNHA,A Proposicao procurada nao existe
HENRIQUE FONTANA,Arquivada
DRA. VANDA MILANI,A Proposicao procurada nao existe
CAPITÃO WAGNER,A Proposicao procurada nao existe
MARGARIDA SALOMÃO,A Proposicao procurada nao existe
NATÁLIA BONAVIDES,A Proposicao procurada nao existe
OTONI DE PAULA,A Proposicao procurada nao existe
DR. JAZIEL,A Proposicao procurada nao existe
CEZINHA DE MADUREIRA,A Proposicao procurada nao existe
MARINA SANTOS,A Proposicao procurada nao existe
ALTINEU CÔRTES,A Proposicao procurada nao existe
FELIPE FRANCISCHINI,A Proposicao procurada nao existe
EDILÁZIO JÚNIOR,A Proposicao procurada nao existe
EDUARDO COSTA,A Proposicao procurada nao existe
PAULO AZI,"Arquivada, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer"
PROFESSOR JOZIEL,A Proposicao procurada nao existe
LEANDRE,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Apreciação do Veto, Devolvida ao Autor, Tramitando em Conjunto, Tramitando em Conjunto"
WOLNEY QUEIROZ,A Proposicao procurada nao existe
JOÃO H. CAMPOS,A Proposicao procurada nao existe
FÁBIO FARIA,Tramitando em Conjunto
CAPITÃO ALBERTO NETO,A Proposicao procurada nao existe
SÂMIA BOMFIM,A Proposicao procurada nao existe
PAULÃO,A Proposicao procurada nao existe
LAFAYETTE DE ANDRADA,A Proposicao procurada nao existe
RICARDO IZAR,"Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Devolvida ao Autor, Aguardando Apreciação pelo Senado Federal"
GUTEMBERG REIS,A Proposicao procurada nao existe
GUILHERME MUSSI,"Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Arquivada"
AJ ALBUQUERQUE,A Proposicao procurada nao existe
HAROLDO CATHEDRAL,A Proposicao procurada nao existe
EDNA HENRIQUE,A Proposicao procurada nao existe
DANIEL SILVEIRA,A Proposicao procurada nao existe
JOSEILDO RAMOS,A Proposicao procurada nao existe
RICARDO BARROS,A Proposicao procurada nao existe
SUBTENENTE GONZAGA,"Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
CLARISSA GAROTINHO,"Prioridade (Art. 151, II, RICD), Ordinária (Art. 151, III, RICD), Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator"
OTACI NASCIMENTO,A Proposicao procurada nao existe
CÉLIO MOURA,A Proposicao procurada nao existe
HERCULANO PASSOS,"Tramitando em Conjunto, Arquivada, Urgência (Art. 155, RICD)"
ZÉ CARLOS,"Arquivada, Tramitando em Conjunto"
LUCIO MOSQUINI,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto"
PEDRO AUGUSTO BEZERRA,A Proposicao procurada nao existe
MARCELO BRUM,A Proposicao procurada nao existe
DANIEL COELHO,"Transformado em Norma Jurídica, Tramitando em Conjunto"
DELEGADO MARCELO FREITAS,A Proposicao procurada nao existe
GILBERTO NASCIMENTO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
SERGIO VIDIGAL,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
ALÊ SILVA,A Proposicao procurada nao existe
MAURO LOPES,"Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Arquivada, Aguardando Parecer, Retirado pelo Autor, Aguardando Parecer, Arquivada, Retirado pelo Autor, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto"
