Nome,Status
DAMIÃO FELICIANO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
JÉSSICA SALES,"Tramitando em Conjunto, Aguardando Parecer"
ROBERTO DE LUCENA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Aguardando Deliberação, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator"
GONZAGA PATRIOTA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto"
CARLOS VERAS,Tramitando em Conjunto
EDIO LOPES,A Proposicao procurada nao existe
MARIA DO ROSÁRIO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CORONEL CHRISÓSTOMO,"Urgência (Art. 155, RICD), Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator"
FABIO SCHIOCHET,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Parecer"
LUIZIANNE LINS,"Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
NIVALDO ALBUQUERQUE,"Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro"
NICOLETTI,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
ALAN RICK,Tramitando em Conjunto
RICARDO TEOBALDO,"Aguardando Parecer, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Pronta para Pauta, Aguardando Designação de Relator, Pronta para Pauta"
GLEISI HOFFMANN,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto"
OSIRES DAMASO,Aguardando Designação de Relator
FLAVIO NOGUEIRA,"Aguardando Designação de Relator, Tramitando em Conjunto"
EDMILSON RODRIGUES,Tramitando em Conjunto
ULDURICO JUNIOR,Aguardando Parecer
VICENTINHO JÚNIOR,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Constituição de Comissão Temporária, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
DELEGADO PABLO,"Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer"
MARX BELTRÃO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
NILTO TATTO,"Tramitando em Conjunto, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Arquivada, Ordinária (Art. 151, III, RICD), Aguardando Parecer"
HILDO ROCHA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
VERMELHO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Ordinária (Art. 151, III, RICD)"
NERI GELLER,A Proposicao procurada nao existe
DANIEL ALMEIDA,A Proposicao procurada nao existe
ACÁCIO FAVACHO,"Urgência (Art. 155, RICD), Tramitando em Conjunto, Ordinária (Art. 151, III, RICD)"
AIRTON FALEIRO,Aguardando Parecer
VINICIUS GURGEL,A Proposicao procurada nao existe
PR. MARCO FELICIANO,"Retirado pelo Autor, Aguardando Parecer, Tramitando em Conjunto, Aguardando Deliberação"
DULCE MIRANDA,A Proposicao procurada nao existe
JÚLIO CESAR,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto"
PEDRO LUCAS FERNANDES,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer"
JOSÉ PRIANTE,A Proposicao procurada nao existe
MARGARETE COELHO,"Aguardando Parecer, Aguardando Designação de Relator"
HEITOR FREIRE,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Definição Encaminhamento, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CÉLIO SILVEIRA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer"
MARCELO NILO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
DOMINGOS NETO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
BETO ROSADO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Urgência (Art. 155, RICD)"
LUIZ NISHIMORI,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Deliberação, Tramitando em Conjunto"
PAULO TEIXEIRA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
ALINE GURGEL,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Aguardando Parecer"
ÁTILA LINS,A Proposicao procurada nao existe
JOSÉ AIRTON FÉLIX CIRILO,Aguardando Parecer
BETO FARO,Tramitando em Conjunto
SILVIO COSTA FILHO,Tramitando em Conjunto
SAMUEL MOREIRA,"Tramitando em Conjunto, Pronta para Pauta"
CAPITÃO AUGUSTO,"Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
PROFESSOR ALCIDES,Tramitando em Conjunto
EUCLYDES PETTERSEN,A Proposicao procurada nao existe
JULIAN LEMOS,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD)"
BILAC PINTO,Aguardando Deliberação
IGOR TIMO,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
AFONSO MOTTA,A Proposicao procurada nao existe
JOSÉ GUIMARÃES,"Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
RUY CARNEIRO,"Aguardando Designação de Relator, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Aguardando Designação de Relator"
JERÔNIMO GOERGEN,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
ARTHUR OLIVEIRA MAIA,A Proposicao procurada nao existe
ROBÉRIO MONTEIRO,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator"
LEONARDO MONTEIRO,Aguardando Parecer
MÁRCIO MARINHO,"Tramitando em Conjunto, Tramitando em Conjunto"
NELSON PELLEGRINO,Tramitando em Conjunto
GIACOBO,A Proposicao procurada nao existe
VINICIUS CARVALHO,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD)"
VAVÁ MARTINS,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
GIL CUTRIM,"Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
PAULO BENGTSON,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
DARCI DE MATOS,"Aguardando Designação de Relator, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto"
PATRUS ANANIAS,
DAGOBERTO NOGUEIRA,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
JORGE SOLLA,Aguardando Deliberação
ROBERTO ALVES,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor"
REINHOLD STEPHANES JUNIOR,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
EVANDRO ROMAN,Tramitando em Conjunto
SHÉRIDAN,"Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
ELMAR NASCIMENTO,"Tramitando em Conjunto, Transformado em Norma Jurídica"
SEVERINO PESSOA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Definição Encaminhamento, Tramitando em Conjunto, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
RUBENS OTONI,"Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
RAFAEL MOTTA,"Aguardando Designação de Relator, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Urgência (Art. 155, RICD)"
FERNANDO MONTEIRO,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
FREI ANASTACIO RIBEIRO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
CHRISTIANE DE SOUZA YARED,A Proposicao procurada nao existe
MISAEL VARELLA,A Proposicao procurada nao existe
LUCAS VERGILIO,A Proposicao procurada nao existe
ELI CORRÊA FILHO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação"
BALEIA ROSSI,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Definição Encaminhamento, Tramitando em Conjunto, Aguardando Deliberação"
JANDIRA FEGHALI,"Aguardando Definição Encaminhamento, Aguardando Designação de Relator, Retirado pelo Autor, Tramitando em Conjunto"
JOÃO MAIA,Aguardando Parecer
JOÃO MARCELO SOUZA,A Proposicao procurada nao existe
GELSON AZEVEDO,Tramitando em Conjunto
TEREZA NELMA,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
VINICIUS FARAH,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
ALCEU MOREIRA,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Deliberação, Aguardando Parecer, Tramitando em Conjunto"
LEÔNIDAS CRISTINO,A Proposicao procurada nao existe
MAURÍCIO DZIEDRICKI,"Tramitando em Conjunto, Aguardando Parecer"
VANDERLEI MACRIS,Aguardando Designação de Relator
EDUARDO CURY,Aguardando Despacho do Presidente da Câmara dos Deputados
RONALDO CARLETTO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
ANTONIO BRITO,A Proposicao procurada nao existe
ZÉ SILVA,"Aguardando Apreciação pelo Senado Federal, Aguardando Apreciação pelo Senado Federal, Urgência (Art. 155, RICD), Aguardando Apreciação pelo Senado Federal, Aguardando Apreciação pelo Senado Federal, Urgência (Art. 155, RICD)"
MARCON,"Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
JOÃO CAMPOS,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer"
MÁRCIO LABRE,"Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Pronta para Pauta"
EXPEDITO NETTO,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
WILSON SANTIAGO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
MARÍLIA ARRAES,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Parecer, Aguardando Parecer"
SERGIO SOUZA,"Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
JESUS SÉRGIO,"Tramitando em Conjunto, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto"
MÁRCIO BIOLCHI,A Proposicao procurada nao existe
MARA ROCHA,"Urgência (Art. 155, RICD), Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
HUGO MOTTA,Tramitando em Conjunto
ANDRÉ ABDON,A Proposicao procurada nao existe
ALEX MANENTE,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
DARCÍSIO PERONDI,A Proposicao procurada nao existe
BOHN GASS,Aguardando Despacho do Presidente da Câmara dos Deputados
DANIEL FREITAS,"Tramitando em Conjunto, Tramitando em Conjunto"
EROS BIONDINI,"Tramitando em Conjunto, Retirado pelo Autor, Pronta para Pauta"
LINCOLN PORTELA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Definição Encaminhamento, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Aguardando Parecer"
ALEX SANTANA,Tramitando em Conjunto
AUGUSTO COUTINHO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Parecer, Aguardando Parecer, Arquivada, Tramitando em Conjunto"
DOMINGOS SÁVIO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
ANDRÉ DE PAULA,"Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Designação de Relator"
WALTER ALVES,"Tramitando em Conjunto, Tramitando em Conjunto"
CARLOS SAMPAIO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
BACELAR,"Tramitando em Conjunto, Pronta para Pauta, Retirado pelo Autor, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Deliberação, Retirado pelo Autor, Tramitando em Conjunto, Pronta para Pauta, Aguardando Parecer, Tramitando em Conjunto"
GEOVANIA DE SÁ,"Urgência (Art. 155, RICD)"
SILVIA CRISTINA,"Tramitando em Conjunto, Aguardando Designação de Relator"
CLAUDIO CAJADO,"Tramitando em Conjunto, Aguardando Designação de Relator"
MÁRIO NEGROMONTE JR.,Aguardando Despacho do Presidente da Câmara dos Deputados
ORLANDO SILVA,A Proposicao procurada nao existe
GENINHO ZULIANI,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator"
RAUL HENRY,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
ROSANGELA GOMES,Tramitando em Conjunto
NEREU CRISPIM,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
MANUEL MARCOS,"Tramitando em Conjunto, Tramitando em Conjunto"
CACÁ LEÃO,A Proposicao procurada nao existe
VITOR LIPPI,A Proposicao procurada nao existe
POMPEO DE MATTOS,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Definição Encaminhamento"
