Nome,Status
TALÍRIA PETRONE,"Tramitando em Conjunto, Aguardando Parecer, Pronta para Pauta, Tramitando em Conjunto, Urgência (Art. 155, RICD), Ordinária (Art. 151, III, RICD)"
MÁRIO HERINGER,"Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
VALMIR ASSUNÇÃO,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Pronta para Pauta, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CARLOS HENRIQUE GAGUIM,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer"
CRISTIANO VALE,A Proposicao procurada nao existe
ZÉ VITOR,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Deliberação, Tramitando em Conjunto"
FAUSTO PINATO,"Tramitando em Conjunto, Tramitando em Conjunto"
TIAGO DIMAS,"Tramitando em Conjunto, Aguardando Parecer, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto"
FÁBIO MITIDIERI,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta"
ERIKA KOKAY,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Aguardando Designação de Relator, Urgência (Art. 155, RICD), Ordinária (Art. 151, III, RICD), Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer"
PEDRO UCZAI,A Proposicao procurada nao existe
BOCA ABERTA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
JUSCELINO FILHO,"Aguardando Designação de Relator, Tramitando em Conjunto"
PROFESSORA ROSA NEIDE,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CAMILO CAPIBERIBE,"Pronta para Pauta, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Deliberação"
LEUR LOMANTO JÚNIOR,"Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto"
MARCELO FREIXO,"Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
GUILHERME DERRITE,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Deliberação, Tramitando em Conjunto"
REGINALDO LOPES,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
PEDRO WESTPHALEN,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação"
JAQUELINE CASSOL,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
ABÍLIO SANTANA,Tramitando em Conjunto
FÁBIO HENRIQUE,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
JOAQUIM PASSARINHO,Aguardando Designação de Relator
DIMAS FABIANO,Tramitando em Conjunto
MARCOS AURÉLIO SAMPAIO,"Tramitando em Conjunto, Tramitando em Conjunto"
JÚLIO DELGADO,Aguardando Parecer
EVAIR VIEIRA DE MELO,Tramitando em Conjunto
JHC,Aguardando Parecer
PAULO ABI-ACKEL,A Proposicao procurada nao existe
JOSÉ NUNES,A Proposicao procurada nao existe
PAULO FREIRE COSTA,Tramitando em Conjunto
JOSÉ ROCHA,A Proposicao procurada nao existe
LUCIANO DUCCI,"Aguardando Parecer, Aguardando Deliberação, Aguardando Designação de Relator, Retirado pelo Autor, Retirado pelo Autor, Aguardando Designação de Relator"
PAULO GUEDES,A Proposicao procurada nao existe
CELSO MALDANER,A Proposicao procurada nao existe
NILSON PINTO,A Proposicao procurada nao existe
RUBENS BUENO,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Aguardando Parecer, Urgência (Art. 155, RICD), Prioridade (Art. 151, II, RICD), Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Deliberação, Pronta para Pauta, Retirado pelo Autor, Aguardando Deliberação, Pronta para Pauta, Aguardando Deliberação, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
DAVID SOARES,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Pronta para Pauta, Aguardando Deliberação, Aguardando Parecer, Tramitando em Conjunto"
DENIS BEZERRA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Urgência (Art. 155, RICD)"
RENATA ABREU,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Definição Encaminhamento, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Deliberação, Urgência (Art. 155, RICD), Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
JOSÉ RICARDO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
MARLON SANTOS,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
VALDEVAN NOVENTA,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
AFONSO HAMM,A Proposicao procurada nao existe
ZECA DIRCEU,A Proposicao procurada nao existe
GUSTINHO RIBEIRO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Deliberação, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Designação de Relator, Tramitando em Conjunto"
BENEDITA DA SILVA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
ALICE PORTUGAL,"Aguardando Designação de Relator, Aguardando Parecer"
PAULO PIMENTA,"Tramitando em Conjunto, Tramitando em Conjunto"
GIOVANI CHERINI,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Tramitando em Conjunto"
ALESSANDRO MOLON,"Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Apreciação pelo Senado Federal"
AROLDO MARTINS,"Tramitando em Conjunto, Tramitando em Conjunto"
ALIEL MACHADO,"Aguardando Parecer, Tramitando em Conjunto"
AFONSO FLORENCE,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator"
ALEXANDRE PADILHA,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
DRA. VANDA MILANI,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
IDILVAN ALENCAR,"Aguardando Parecer, Tramitando em Conjunto"
JÚNIOR MANO,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Parecer, Tramitando em Conjunto"
ODAIR CUNHA,Arquivada
NATÁLIA BONAVIDES,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator"
TITO,Aguardando Despacho do Presidente da Câmara dos Deputados
CAPITÃO WAGNER,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Pronta para Pauta, Tramitando em Conjunto, Aguardando Designação de Relator"
ALINE SLEUTJES,"Tramitando em Conjunto, Pronta para Pauta, Pronta para Pauta"
ÁTILA LIRA,Aguardando Deliberação
FELIPE FRANCISCHINI,Aguardando Deliberação
MARGARIDA SALOMÃO,"Aguardando Designação de Relator, Tramitando em Conjunto"
DANRLEI DE DEUS HINTERHOLZ,"Tramitando em Conjunto, Retirado pelo Autor"
PAULO AZI,"Tramitando em Conjunto, Tramitando em Conjunto"
SEBASTIÃO OLIVEIRA,"Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta"
ANGELA AMIN,"Aguardando Parecer, Tramitando em Conjunto"
PROFESSOR JOZIEL,Tramitando em Conjunto
DR. JAZIEL,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Parecer, Pronta para Pauta"
MARINA SANTOS,A Proposicao procurada nao existe
JUNINHO DO PNEU,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
FLORDELIS,"Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
EDILÁZIO JÚNIOR,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto"
ROBERTO PESSOA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
PROFESSORA DAYANE PIMENTEL,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Retirado pelo Autor, Aguardando Parecer, Tramitando em Conjunto"
JOÃO H. CAMPOS,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer"
FÁBIO FARIA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto"
ADRIANO DO BALDY,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
WALDENOR PEREIRA,A Proposicao procurada nao existe
OTONI DE PAULA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
GLAUSTIN FOKUS,"Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto"
EDUARDO COSTA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
PADRE JOÃO,A Proposicao procurada nao existe
RICARDO IZAR,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Definição Encaminhamento"
PAULÃO,A Proposicao procurada nao existe
CAPITÃO ALBERTO NETO,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Aguardando Definição Encaminhamento, Aguardando Deliberação, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação, Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto"
GENECIAS NORONHA,A Proposicao procurada nao existe
GUILHERME MUSSI,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor"
HENRIQUE FONTANA,A Proposicao procurada nao existe
DANIEL SILVEIRA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator"
MARCOS PEREIRA,"Aguardando Deliberação, Aguardando Deliberação, Aguardando Deliberação, Aguardando Deliberação, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CLARISSA GAROTINHO,"Tramitando em Conjunto, Tramitando em Conjunto"
AJ ALBUQUERQUE,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
WOLNEY QUEIROZ,"Aguardando Parecer, Aguardando Designação de Relator, Aguardando Deliberação, Aguardando Designação de Relator"
OTACI NASCIMENTO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
HERCULANO PASSOS,"Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto"
LUCIO MOSQUINI,"Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
ZÉ CARLOS,Tramitando em Conjunto
DANIEL COELHO,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
GILBERTO NASCIMENTO,Aguardando Designação de Relator
RODRIGO DE CASTRO,Aguardando Designação de Relator
EDNA HENRIQUE,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto"
ALEXANDRE SERFIOTIS,Aguardando Parecer
MARCELO BRUM,A Proposicao procurada nao existe
JOSEILDO RAMOS,
GURGEL,"Aguardando Despacho do Presidente da Câmara dos Deputados, Tramitando em Conjunto, Aguardando Parecer, Pronta para Pauta, Aguardando Parecer, Pronta para Pauta"
GUTEMBERG REIS,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
DIEGO GARCIA,"Aguardando Designação de Relator, Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Deliberação"
CARLOS ZARATTINI,A Proposicao procurada nao existe
IRACEMA PORTELLA,"Tramitando em Conjunto, Tramitando em Conjunto"
HAROLDO CATHEDRAL,A Proposicao procurada nao existe
JEFFERSON CAMPOS,A Proposicao procurada nao existe
ALÊ SILVA,"Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Pronta para Pauta"
SERGIO VIDIGAL,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
MAURO LOPES,A Proposicao procurada nao existe
MARIA ROSAS,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
RUI FALCÃO,"Tramitando em Conjunto, Tramitando em Conjunto"
MAGDA MOFATTO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Aguardando Deliberação"
ALUISIO MENDES,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
CARLOS JORDY,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
RICARDO BARROS,Aguardando Designação de Relator
GLAUBER BRAGA,A Proposicao procurada nao existe
SUBTENENTE GONZAGA,"Aguardando Parecer, Tramitando em Conjunto"
CEZINHA DE MADUREIRA,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
SANTINI,"Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
ROGÉRIO PENINHA MENDONÇA,"Aguardando Despacho do Presidente da Câmara dos Deputados, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
PASTOR EURICO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD)"
DANIELA DO WAGUINHO,"Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator"
TABATA AMARAL,"Aguardando Parecer, Tramitando em Conjunto"
PEDRO PAULO,"Tramitando em Conjunto, Tramitando em Conjunto"
