Nome,Status
JOÃO MARCELO SOUZA,A Proposicao procurada nao existe
CELSO SABINO,A Proposicao procurada nao existe
ROBERTO DE LUCENA,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Retirado pelo Autor"
CORONEL CHRISÓSTOMO,A Proposicao procurada nao existe
AFONSO MOTTA,A Proposicao procurada nao existe
MARIA DO ROSÁRIO,"Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto"
ALAN RICK,Aguardando Designação de Relator
HIRAN GONÇALVES,A Proposicao procurada nao existe
FERNANDO MONTEIRO,"Transformado em Norma Jurídica, Ordinária (Art. 151, III, RICD), Arquivada"
DAMIÃO FELICIANO,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto, Aguardando Parecer"
GONZAGA PATRIOTA,Aguardando Designação de Relator
JÉSSICA SALES,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
PAULO TEIXEIRA,"Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto"
CARLOS VERAS,A Proposicao procurada nao existe
FLAVIO NOGUEIRA,A Proposicao procurada nao existe
HILDO ROCHA,"Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto"
OSIRES DAMASO,A Proposicao procurada nao existe
FABIO SCHIOCHET,A Proposicao procurada nao existe
GLEISI HOFFMANN,A Proposicao procurada nao existe
LUIZIANNE LINS,"Tramitando em Conjunto, Pronta para Pauta, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Aguardando Parecer"
DELEGADO PABLO,A Proposicao procurada nao existe
CHRISTIANE DE SOUZA YARED,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
NICOLETTI,A Proposicao procurada nao existe
RICARDO TEOBALDO,A Proposicao procurada nao existe
EDMILSON RODRIGUES,"Aguardando Designação de Relator, Tramitando em Conjunto"
ULDURICO JUNIOR,"Arquivada, Urgência (Art. 155, RICD), Tramitando em Conjunto"
VICENTINHO JÚNIOR,"Tramitando em Conjunto, Aguardando Autógrafos na Mesa"
NERI GELLER,A Proposicao procurada nao existe
NILTO TATTO,"Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Pronta para Pauta, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer"
VERMELHO,A Proposicao procurada nao existe
LUIZ NISHIMORI,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
LUCAS VERGILIO,"Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer, Arquivada"
ÁTILA LINS,A Proposicao procurada nao existe
DAGOBERTO NOGUEIRA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto"
JOSÉ PRIANTE,"Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal"
JULIAN LEMOS,A Proposicao procurada nao existe
JOÃO MAIA,A Proposicao procurada nao existe
DULCE MIRANDA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
BETO FARO,A Proposicao procurada nao existe
VINICIUS GURGEL,A Proposicao procurada nao existe
PR. MARCO FELICIANO,"Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
SILVIO COSTA FILHO,A Proposicao procurada nao existe
LEÔNIDAS CRISTINO,Aguardando Parecer
ELMAR NASCIMENTO,Arquivada
JÚLIO CESAR,A Proposicao procurada nao existe
PEDRO LUCAS FERNANDES,A Proposicao procurada nao existe
ARTHUR OLIVEIRA MAIA,A Proposicao procurada nao existe
MARGARETE COELHO,A Proposicao procurada nao existe
BETO ROSADO,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
HEITOR FREIRE,A Proposicao procurada nao existe
LEONARDO MONTEIRO,A Proposicao procurada nao existe
LINCOLN PORTELA,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto"
FÁBIO HENRIQUE,A Proposicao procurada nao existe
GIL CUTRIM,A Proposicao procurada nao existe
MAURÍCIO DZIEDRICKI,A Proposicao procurada nao existe
MARCELO NILO,A Proposicao procurada nao existe
CÉLIO SILVEIRA,"Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
VINICIUS CARVALHO,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto"
SAMUEL MOREIRA,A Proposicao procurada nao existe
DANIEL FREITAS,A Proposicao procurada nao existe
DARCI DE MATOS,A Proposicao procurada nao existe
DOMINGOS NETO,Retirado pelo Autor
ALEX MANENTE,"Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto"
JORGE SOLLA,"Aguardando Parecer, Tramitando em Conjunto"
ALINE GURGEL,A Proposicao procurada nao existe
ALEX SANTANA,A Proposicao procurada nao existe
ELI CORRÊA FILHO,Aguardando Designação de Relator
JOSÉ AIRTON FÉLIX CIRILO,Aguardando Parecer
EUCLYDES PETTERSEN,A Proposicao procurada nao existe
CAPITÃO AUGUSTO,"Tramitando em Conjunto, Aguardando Parecer, Arquivada, Arquivada, Arquivada, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Arquivada, Aguardando Recurso, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Pronta para Pauta, Aguardando Parecer, Pronta para Pauta, Pronta para Pauta, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Arquivada"
IGOR TIMO,A Proposicao procurada nao existe
RUY CARNEIRO,A Proposicao procurada nao existe
PROFESSOR ALCIDES,A Proposicao procurada nao existe
MÁRCIO BIOLCHI,A Proposicao procurada nao existe
BILAC PINTO,"Tramitando em Conjunto, Tramitando em Conjunto"
MÁRCIO MARINHO,"Aguardando Deliberação, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto"
VAVÁ MARTINS,A Proposicao procurada nao existe
MANUEL MARCOS,A Proposicao procurada nao existe
RAFAEL MOTTA,"Aguardando Designação de Relator, Aguardando Parecer, Pronta para Pauta, Aguardando Parecer, Prioridade (Art. 151, II, RICD)"
JOSÉ GUIMARÃES,"Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Tramitando em Conjunto"
TEREZA NELMA,A Proposicao procurada nao existe
REINHOLD STEPHANES JUNIOR,A Proposicao procurada nao existe
ROBERTO ALVES,"Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Aguardando Parecer"
ROBÉRIO MONTEIRO,A Proposicao procurada nao existe
JERÔNIMO GOERGEN,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Recurso, Aguardando Designação de Relator, Aguardando Designação de Relator"
FREI ANASTACIO RIBEIRO,A Proposicao procurada nao existe
EVANDRO ROMAN,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
GIACOBO,Arquivada
BALEIA ROSSI,"Arquivada, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator"
NELSON PELLEGRINO,"Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Parecer"
PATRUS ANANIAS,"Arquivada, Aguardando Deliberação"
MARÍLIA ARRAES,A Proposicao procurada nao existe
VANDERLEI MACRIS,Tramitando em Conjunto
JOSÉ NUNES,A Proposicao procurada nao existe
PAULO BENGTSON,A Proposicao procurada nao existe
MISAEL VARELLA,Aguardando Parecer
SHÉRIDAN,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
EXPEDITO NETTO,Retirado pelo Autor
EROS BIONDINI,"Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Tramitando em Conjunto"
SEVERINO PESSOA,A Proposicao procurada nao existe
RUBENS OTONI,Tramitando em Conjunto
JANDIRA FEGHALI,"Pronta para Pauta, Aguardando Deliberação, Tramitando em Conjunto, Arquivada, Arquivada"
ALCEU MOREIRA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto"
ANDRÉ ABDON,A Proposicao procurada nao existe
ROBERTO PESSOA,A Proposicao procurada nao existe
VINICIUS FARAH,A Proposicao procurada nao existe
LUCIANO DUCCI,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
JOÃO CAMPOS,"Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
GELSON AZEVEDO,A Proposicao procurada nao existe
CARLOS SAMPAIO,"Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator"
GUSTINHO RIBEIRO,A Proposicao procurada nao existe
MARA ROCHA,A Proposicao procurada nao existe
MARCON,A Proposicao procurada nao existe
DARCÍSIO PERONDI,A Proposicao procurada nao existe
DOMINGOS SÁVIO,A Proposicao procurada nao existe
NEREU CRISPIM,A Proposicao procurada nao existe
PEDRO UCZAI,"Aguardando Parecer, Pronta para Pauta, Pronta para Pauta"
EDUARDO CURY,"Aguardando Autógrafos na Mesa, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator"
WILSON SANTIAGO,A Proposicao procurada nao existe
ZÉ SILVA,"Transformado em Norma Jurídica, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Autógrafos na Mesa, Aguardando Designação de Relator"
MARLON SANTOS,A Proposicao procurada nao existe
VITOR LIPPI,"Aguardando Parecer, Pronta para Pauta"
RONALDO CARLETTO,"Urgência (Art. 155, RICD), Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto"
MARCOS AURÉLIO SAMPAIO,A Proposicao procurada nao existe
PAULO GUEDES,A Proposicao procurada nao existe
ANTONIO BRITO,"Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto"
HUGO MOTTA,A Proposicao procurada nao existe
MÁRCIO LABRE,A Proposicao procurada nao existe
JESUS SÉRGIO,A Proposicao procurada nao existe
PAULO ABI-ACKEL,"Aguardando Designação de Relator, Pronta para Pauta, Retirado pelo Autor, Tramitando em Conjunto"
SERGIO SOUZA,"Aguardando Parecer, Pronta para Pauta, Aguardando Parecer"
AFONSO HAMM,Aguardando Parecer
SILVIA CRISTINA,A Proposicao procurada nao existe
ALINE SLEUTJES,A Proposicao procurada nao existe
ORLANDO SILVA,"Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta"
ALICE PORTUGAL,"Tramitando em Conjunto, Retirado pelo Autor"
BOHN GASS,"Aguardando Parecer, Aguardando Designação de Relator"
CLAUDIO CAJADO,A Proposicao procurada nao existe
RAUL HENRY,A Proposicao procurada nao existe
CAMILO CAPIBERIBE,A Proposicao procurada nao existe
AUGUSTO COUTINHO,A Proposicao procurada nao existe
MÁRIO NEGROMONTE JR.,Tramitando em Conjunto
DANRLEI DE DEUS HINTERHOLZ,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
GENINHO ZULIANI,A Proposicao procurada nao existe
CELSO MALDANER,A Proposicao procurada nao existe
GEOVANIA DE SÁ,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD)"
TIAGO DIMAS,A Proposicao procurada nao existe
ANDRÉ DE PAULA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Pronta para Pauta"
WALTER ALVES,"Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Deliberação, Tramitando em Conjunto, Aguardando Designação de Relator, Urgência (Art. 155, RICD), Tramitando em Conjunto"
JOSÉ RICARDO,A Proposicao procurada nao existe
BACELAR,"Tramitando em Conjunto, Tramitando em Conjunto"
AROLDO MARTINS,A Proposicao procurada nao existe
ÁTILA LIRA,A Proposicao procurada nao existe
BENEDITA DA SILVA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
POMPEO DE MATTOS,"Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Retirado pelo Autor"
DIMAS FABIANO,Tramitando em Conjunto
DENIS BEZERRA,A Proposicao procurada nao existe
ZÉ VITOR,A Proposicao procurada nao existe
FLORDELIS,A Proposicao procurada nao existe
ROSANGELA GOMES,A Proposicao procurada nao existe
CARLOS HENRIQUE GAGUIM,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
TITO,A Proposicao procurada nao existe
PROFESSORA ROSA NEIDE,A Proposicao procurada nao existe
CACÁ LEÃO,A Proposicao procurada nao existe
JAQUELINE CASSOL,A Proposicao procurada nao existe
FAUSTO PINATO,"Tramitando em Conjunto, Aguardando Parecer, Transformado em Norma Jurídica, Pronta para Pauta, Aguardando Designação de Relator, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada"
JUSCELINO FILHO,A Proposicao procurada nao existe
MÁRIO HERINGER,"Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
GUILHERME DERRITE,A Proposicao procurada nao existe
TALÍRIA PETRONE,A Proposicao procurada nao existe
ADRIANO DO BALDY,A Proposicao procurada nao existe
VALMIR ASSUNÇÃO,A Proposicao procurada nao existe
CRISTIANO VALE,A Proposicao procurada nao existe
FÁBIO MITIDIERI,"Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Retirado pelo Autor, Pronta para Pauta, Aguardando Designação de Relator, Devolvida ao Autor, Tramitando em Conjunto"
JOAQUIM PASSARINHO,"Tramitando em Conjunto, Aguardando Parecer"
EVAIR VIEIRA DE MELO,"Aguardando Parecer, Aguardando Deliberação de Recurso, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Retirado pelo Autor"
PAULO FREIRE COSTA,A Proposicao procurada nao existe
MARCELO FREIXO,A Proposicao procurada nao existe
BOCA ABERTA,A Proposicao procurada nao existe
REGINALDO LOPES,Aguardando Parecer
ERIKA KOKAY,"Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Arquivada, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto"
JÚLIO DELGADO,A Proposicao procurada nao existe
ALEXANDRE PADILHA,A Proposicao procurada nao existe
DAVID SOARES,A Proposicao procurada nao existe
LEUR LOMANTO JÚNIOR,A Proposicao procurada nao existe
RUBENS BUENO,"Tramitando em Conjunto, Tramitando em Conjunto"
PEDRO WESTPHALEN,A Proposicao procurada nao existe
ABÍLIO SANTANA,A Proposicao procurada nao existe
AFONSO FLORENCE,A Proposicao procurada nao existe
SEBASTIÃO OLIVEIRA,A Proposicao procurada nao existe
JOSÉ ROCHA,A Proposicao procurada nao existe
ALIEL MACHADO,"Aguardando Designação de Relator, Aguardando Parecer"
RODRIGO DE CASTRO,A Proposicao procurada nao existe
JHC,"Aguardando Parecer, Tramitando em Conjunto"
GENECIAS NORONHA,A Proposicao procurada nao existe
GLAUSTIN FOKUS,A Proposicao procurada nao existe
JUNINHO DO PNEU,A Proposicao procurada nao existe
GURGEL,A Proposicao procurada nao existe
HELDER SALOMÃO,"Aguardando Parecer, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto"
IDILVAN ALENCAR,A Proposicao procurada nao existe
JEFFERSON CAMPOS,"Prioridade (Art. 151, II, RICD)"
NILSON PINTO,A Proposicao procurada nao existe
RENATA ABREU,"Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
LOESTER TRUTIS,A Proposicao procurada nao existe
JÚNIOR MANO,A Proposicao procurada nao existe
VALDEVAN NOVENTA,A Proposicao procurada nao existe
ZECA DIRCEU,A Proposicao procurada nao existe
EDUARDO BISMARCK,A Proposicao procurada nao existe
PROFESSORA DAYANE PIMENTEL,A Proposicao procurada nao existe
GIOVANI CHERINI,"Pronta para Pauta, Aguardando Parecer"
PAULO PIMENTA,"Aguardando Designação de Relator, Pronta para Pauta, Pronta para Pauta, Arquivada"
DIEGO GARCIA,"Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Arquivada, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto"
ALESSANDRO MOLON,"Arquivada, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Pronta para Pauta"
ALEXANDRE SERFIOTIS,A Proposicao procurada nao existe
MARCOS PEREIRA,A Proposicao procurada nao existe
MARIA ROSAS,A Proposicao procurada nao existe
WALDENOR PEREIRA,Pronta para Pauta
ANGELA AMIN,A Proposicao procurada nao existe
PADRE JOÃO,Tramitando em Conjunto
IRACEMA PORTELLA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CARLOS ZARATTINI,A Proposicao procurada nao existe
ODAIR CUNHA,A Proposicao procurada nao existe
HENRIQUE FONTANA,A Proposicao procurada nao existe
DRA. VANDA MILANI,A Proposicao procurada nao existe
CAPITÃO WAGNER,A Proposicao procurada nao existe
MARGARIDA SALOMÃO,A Proposicao procurada nao existe
NATÁLIA BONAVIDES,A Proposicao procurada nao existe
OTONI DE PAULA,A Proposicao procurada nao existe
DR. JAZIEL,A Proposicao procurada nao existe
CEZINHA DE MADUREIRA,A Proposicao procurada nao existe
MARINA SANTOS,A Proposicao procurada nao existe
ALTINEU CÔRTES,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer"
FELIPE FRANCISCHINI,A Proposicao procurada nao existe
EDILÁZIO JÚNIOR,A Proposicao procurada nao existe
EDUARDO COSTA,A Proposicao procurada nao existe
PAULO AZI,Tramitando em Conjunto
PROFESSOR JOZIEL,A Proposicao procurada nao existe
LEANDRE,"Transformado em Norma Jurídica, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Tramitando em Conjunto"
WOLNEY QUEIROZ,A Proposicao procurada nao existe
JOÃO H. CAMPOS,A Proposicao procurada nao existe
FÁBIO FARIA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CAPITÃO ALBERTO NETO,A Proposicao procurada nao existe
SÂMIA BOMFIM,A Proposicao procurada nao existe
PAULÃO,A Proposicao procurada nao existe
LAFAYETTE DE ANDRADA,A Proposicao procurada nao existe
RICARDO IZAR,"Aguardando Designação de Relator, Devolvida ao Autor, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Definição Encaminhamento, Retirado pelo Autor, Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer"
GUTEMBERG REIS,A Proposicao procurada nao existe
GUILHERME MUSSI,A Proposicao procurada nao existe
AJ ALBUQUERQUE,A Proposicao procurada nao existe
HAROLDO CATHEDRAL,A Proposicao procurada nao existe
EDNA HENRIQUE,A Proposicao procurada nao existe
DANIEL SILVEIRA,A Proposicao procurada nao existe
JOSEILDO RAMOS,A Proposicao procurada nao existe
RICARDO BARROS,A Proposicao procurada nao existe
SUBTENENTE GONZAGA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Tramitando em Conjunto"
CLARISSA GAROTINHO,A Proposicao procurada nao existe
OTACI NASCIMENTO,A Proposicao procurada nao existe
CÉLIO MOURA,A Proposicao procurada nao existe
HERCULANO PASSOS,"Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto"
ZÉ CARLOS,Aguardando Parecer
LUCIO MOSQUINI,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada"
PEDRO AUGUSTO BEZERRA,A Proposicao procurada nao existe
MARCELO BRUM,A Proposicao procurada nao existe
DANIEL COELHO,"Aguardando Designação de Relator, Aguardando Designação de Relator"
DELEGADO MARCELO FREITAS,A Proposicao procurada nao existe
GILBERTO NASCIMENTO,"Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator"
SERGIO VIDIGAL,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto"
ALÊ SILVA,A Proposicao procurada nao existe
MAURO LOPES,A Proposicao procurada nao existe
WLADIMIR GAROTINHO,A Proposicao procurada nao existe
DA VITORIA,A Proposicao procurada nao existe
