Nome,Status
ANDRÉ FIGUEIREDO,"Aguardando Parecer, Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Aguardando Parecer"
MARX BELTRÃO,"Tramitando em Conjunto, Arquivada, Arquivada, Arquivada, Prioridade (Art. 151, II, RICD), Devolvida ao Autor, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Transformado em Norma Jurídica, Arquivada, Arquivada"
BETO PEREIRA,A Proposicao procurada nao existe
JHONATAN DE JESUS,Aguardando Parecer
TADEU ALENCAR,"Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada"
VAIDON OLIVEIRA,A Proposicao procurada nao existe
DANIEL ALMEIDA,"Tramitando em Conjunto, Arquivada"
AIRTON FALEIRO,A Proposicao procurada nao existe
TONINHO WANDSCHEER,A Proposicao procurada nao existe
ENIO VERRI,"Aguardando Designação de Relator, Aguardando Designação de Relator"
JOÃO MARCELO SOUZA,"Aguardando Parecer, Tramitando em Conjunto"
CELSO SABINO,A Proposicao procurada nao existe
ROBERTO DE LUCENA,"Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
CORONEL CHRISÓSTOMO,A Proposicao procurada nao existe
AFONSO MOTTA,Arquivada
MARIA DO ROSÁRIO,"Transformado em Norma Jurídica, Aguardando Parecer, Urgência (Art. 155, RICD), Tramitando em Conjunto"
ALAN RICK,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto, Retirado pelo Autor, Arquivada, Pronta para Pauta, Tramitando em Conjunto"
HIRAN GONÇALVES,"Tramitando em Conjunto, Pronta para Pauta, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto"
FERNANDO MONTEIRO,"Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada"
DAMIÃO FELICIANO,"Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada"
GONZAGA PATRIOTA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Arquivada"
JÉSSICA SALES,A Proposicao procurada nao existe
PAULO TEIXEIRA,"Transformado em Norma Jurídica, Arquivada, Arquivada"
CARLOS VERAS,A Proposicao procurada nao existe
FLAVIO NOGUEIRA,A Proposicao procurada nao existe
HILDO ROCHA,"Aguardando Apreciação pelo Senado Federal, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Tramitando em Conjunto, Pronta para Pauta, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Arquivada, Aguardando Deliberação de Recurso, Aguardando Designação de Relator, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Arquivada, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Pronta para Pauta"
OSIRES DAMASO,A Proposicao procurada nao existe
FABIO SCHIOCHET,A Proposicao procurada nao existe
GLEISI HOFFMANN,Tramitando em Conjunto
LUIZIANNE LINS,"Aguardando Parecer, Aguardando Parecer"
DELEGADO PABLO,A Proposicao procurada nao existe
CHRISTIANE DE SOUZA YARED,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto"
NICOLETTI,A Proposicao procurada nao existe
RICARDO TEOBALDO,"Aguardando Deliberação de Recurso, Tramitando em Conjunto"
EDMILSON RODRIGUES,"Prioridade (Art. 151, II, RICD), Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Transformado em Norma Jurídica"
ULDURICO JUNIOR,"Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Aguardando Autógrafos na Mesa, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD)"
VICENTINHO JÚNIOR,"Pronta para Pauta, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Ordinária (Art. 151, III, RICD), Pronta para Pauta, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto"
NERI GELLER,A Proposicao procurada nao existe
NILTO TATTO,Aguardando Parecer
VERMELHO,A Proposicao procurada nao existe
LUIZ NISHIMORI,"Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Devolvida ao Autor, Aguardando Designação de Relator, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Arquivada, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto"
LUCAS VERGILIO,"Urgência (Art. 155, RICD), Transformado em nova proposição, Aguardando Designação de Relator, Aguardando Designação de Relator, Arquivada, Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Deliberação, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Retirado pelo Autor, Aguardando Apreciação pelo Senado Federal"
ÁTILA LINS,Arquivada
DAGOBERTO NOGUEIRA,A Proposicao procurada nao existe
JOSÉ PRIANTE,Aguardando Designação de Relator
JULIAN LEMOS,A Proposicao procurada nao existe
JOÃO MAIA,A Proposicao procurada nao existe
DULCE MIRANDA,"Transformado em Norma Jurídica, Tramitando em Conjunto, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto"
BETO FARO,A Proposicao procurada nao existe
VINICIUS GURGEL,Aguardando Parecer
PR. MARCO FELICIANO,"Retirado pelo Autor, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto"
SILVIO COSTA FILHO,A Proposicao procurada nao existe
LEÔNIDAS CRISTINO,Aguardando Parecer
ELMAR NASCIMENTO,Arquivada
JÚLIO CESAR,A Proposicao procurada nao existe
PEDRO LUCAS FERNANDES,A Proposicao procurada nao existe
ARTHUR OLIVEIRA MAIA,"Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Parecer"
MARGARETE COELHO,A Proposicao procurada nao existe
BETO ROSADO,"Arquivada, Aguardando Autógrafos na Mesa, Pronta para Pauta, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator"
HEITOR FREIRE,A Proposicao procurada nao existe
LEONARDO MONTEIRO,
LINCOLN PORTELA,"Aguardando Designação de Relator, Tramitando em Conjunto, Transformado em Norma Jurídica, Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Ordinária (Art. 151, III, RICD), Arquivada, Tramitando em Conjunto, Arquivada"
FÁBIO HENRIQUE,A Proposicao procurada nao existe
GIL CUTRIM,A Proposicao procurada nao existe
MAURÍCIO DZIEDRICKI,A Proposicao procurada nao existe
MARCELO NILO,A Proposicao procurada nao existe
CÉLIO SILVEIRA,"Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal"
VINICIUS CARVALHO,"Urgência (Art. 155, RICD), Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Vetado totalmente, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Deliberação de Recurso, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Retirado pelo Autor, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Parecer"
SAMUEL MOREIRA,"Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto"
DANIEL FREITAS,A Proposicao procurada nao existe
DARCI DE MATOS,A Proposicao procurada nao existe
DOMINGOS NETO,"Aguardando Designação de Relator, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Apreciação pelo Senado Federal, Aguardando Apreciação pelo Senado Federal, Prioridade (Art. 151, II, RICD), Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Aguardando Criação de Comissão Temporária"
ALEX MANENTE,"Aguardando Designação de Relator, Tramitando em Conjunto, Transformado em Norma Jurídica, Urgência (Art. 155, RICD), Retirado pelo Autor, Retirado pelo Autor, Aguardando Parecer, Tramitando em Conjunto, Aguardando Autógrafos na Mesa, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Devolvida ao Autor, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada"
JORGE SOLLA,"Aguardando Designação de Relator, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto"
ALINE GURGEL,A Proposicao procurada nao existe
ALEX SANTANA,A Proposicao procurada nao existe
ELI CORRÊA FILHO,"Aguardando Parecer, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Aguardando Apreciação pelo Senado Federal"
JOSÉ AIRTON FÉLIX CIRILO,Aguardando Deliberação de Recurso
EUCLYDES PETTERSEN,A Proposicao procurada nao existe
CAPITÃO AUGUSTO,"Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Transformado em Norma Jurídica, Arquivada, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Arquivada, Tramitando em Conjunto, Aguardando Deliberação de Recurso, Aguardando Parecer, Arquivada, Arquivada"
IGOR TIMO,A Proposicao procurada nao existe
RUY CARNEIRO,A Proposicao procurada nao existe
PROFESSOR ALCIDES,A Proposicao procurada nao existe
MÁRCIO BIOLCHI,A Proposicao procurada nao existe
BILAC PINTO,Arquivada
MÁRCIO MARINHO,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto"
VAVÁ MARTINS,A Proposicao procurada nao existe
MANUEL MARCOS,A Proposicao procurada nao existe
RAFAEL MOTTA,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto"
JOSÉ GUIMARÃES,"Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer"
TEREZA NELMA,A Proposicao procurada nao existe
REINHOLD STEPHANES JUNIOR,A Proposicao procurada nao existe
ROBERTO ALVES,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Deliberação, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator"
ROBÉRIO MONTEIRO,A Proposicao procurada nao existe
JERÔNIMO GOERGEN,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer, Aguardando Designação de Relator, Arquivada, Prioridade (Art. 151, II, RICD)"
FREI ANASTACIO RIBEIRO,A Proposicao procurada nao existe
EVANDRO ROMAN,"Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto"
GIACOBO,"Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Aguardando Designação de Relator, Arquivada"
BALEIA ROSSI,"Aguardando Apreciação pelo Senado Federal, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Pronta para Pauta, Tramitando em Conjunto"
NELSON PELLEGRINO,A Proposicao procurada nao existe
PATRUS ANANIAS,A Proposicao procurada nao existe
MARÍLIA ARRAES,A Proposicao procurada nao existe
VANDERLEI MACRIS,"Aguardando Designação de Relator, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Parecer"
JOSÉ NUNES,"Tramitando em Conjunto, Arquivada"
PAULO BENGTSON,A Proposicao procurada nao existe
MISAEL VARELLA,A Proposicao procurada nao existe
SHÉRIDAN,"Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto"
EXPEDITO NETTO,"Arquivada, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Devolvida ao Autor, Tramitando em Conjunto, Urgência (Art. 155, RICD), Arquivada, Arquivada"
EROS BIONDINI,"Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor"
SEVERINO PESSOA,A Proposicao procurada nao existe
RUBENS OTONI,Tramitando em Conjunto
JANDIRA FEGHALI,"Aguardando Parecer, Tramitando em Conjunto"
ALCEU MOREIRA,"Devolvida ao Autor, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Pronta para Pauta, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Aguardando Criação de Comissão Temporária, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Pronta para Pauta, Transformado em Norma Jurídica, Arquivada, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator, Retirado pelo Autor, Retirado pelo Autor, Ordinária (Art. 151, III, RICD), Retirado pelo Autor, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Parecer, Retirado pelo Autor, Retirado pelo Autor, Tramitando em Conjunto, Retirado pelo Autor, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Retirado pelo Autor, Aguardando Parecer, Aguardando Parecer"
ANDRÉ ABDON,"Arquivada, Arquivada, Arquivada, Arquivada, Arquivada"
ROBERTO PESSOA,A Proposicao procurada nao existe
VINICIUS FARAH,A Proposicao procurada nao existe
LUCIANO DUCCI,"Aguardando Designação de Relator, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto, Retirado pelo Autor, Aguardando Parecer, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Pronta para Pauta, Tramitando em Conjunto, Retirado pelo Autor, Arquivada, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Tramitando em Conjunto"
JOÃO CAMPOS,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Parecer"
GELSON AZEVEDO,A Proposicao procurada nao existe
CARLOS SAMPAIO,"Tramitando em Conjunto, Arquivada, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Aguardando Designação de Relator, Arquivada, Arquivada, Arquivada, Tramitando em Conjunto"
GUSTINHO RIBEIRO,A Proposicao procurada nao existe
MARA ROCHA,A Proposicao procurada nao existe
MARCON,"Tramitando em Conjunto, Aguardando Designação de Relator"
DARCÍSIO PERONDI,"Arquivada, Arquivada, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Aguardando Apreciação pelo Senado Federal"
DOMINGOS SÁVIO,"Urgência (Art. 155, RICD), Tramitando em Conjunto"
NEREU CRISPIM,A Proposicao procurada nao existe
PEDRO UCZAI,"Aguardando Designação de Relator, Tramitando em Conjunto"
EDUARDO CURY,"Aguardando Parecer, Aguardando Designação de Relator"
WILSON SANTIAGO,A Proposicao procurada nao existe
ZÉ SILVA,"Aguardando Designação de Relator, Aguardando Designação de Relator, Transformado em Norma Jurídica, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Transformado em Norma Jurídica"
MARLON SANTOS,A Proposicao procurada nao existe
VITOR LIPPI,Tramitando em Conjunto
RONALDO CARLETTO,"Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Parecer, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto, Aguardando Designação de Relator"
MARCOS AURÉLIO SAMPAIO,A Proposicao procurada nao existe
PAULO GUEDES,A Proposicao procurada nao existe
ANTONIO BRITO,Aguardando Designação de Relator
HUGO MOTTA,"Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Retirado pelo Autor, Aguardando Parecer"
MÁRCIO LABRE,A Proposicao procurada nao existe
JESUS SÉRGIO,A Proposicao procurada nao existe
PAULO ABI-ACKEL,Pronta para Pauta
SERGIO SOUZA,"Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Aguardando Parecer, Arquivada, Prioridade (Art. 151, II, RICD)"
AFONSO HAMM,"Transformado em Norma Jurídica, Pronta para Pauta, Tramitando em Conjunto, Aguardando Apreciação pelo Senado Federal, Aguardando Parecer"
SILVIA CRISTINA,A Proposicao procurada nao existe
ALINE SLEUTJES,A Proposicao procurada nao existe
ORLANDO SILVA,"Pronta para Pauta, Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Transformado em Norma Jurídica, Transformado em Norma Jurídica, Tramitando em Conjunto, Urgência (Art. 155, RICD), Tramitando em Conjunto"
ALICE PORTUGAL,"Transformado em Norma Jurídica, Aguardando Parecer, Aguardando Designação de Relator, Aguardando Designação de Relator, Arquivada, Aguardando Parecer, Aguardando Parecer, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Retirado pelo Autor"
BOHN GASS,A Proposicao procurada nao existe
CLAUDIO CAJADO,"Urgência (Art. 155, RICD)"
RAUL HENRY,A Proposicao procurada nao existe
CAMILO CAPIBERIBE,A Proposicao procurada nao existe
AUGUSTO COUTINHO,"Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Ordinária (Art. 151, III, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Aguardando Designação de Relator"
MÁRIO NEGROMONTE JR.,"Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Parecer"
DANRLEI DE DEUS HINTERHOLZ,"Arquivada, Tramitando em Conjunto, Retirado pelo Autor, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Retirado pelo Autor, Aguardando Apreciação pelo Senado Federal"
GENINHO ZULIANI,A Proposicao procurada nao existe
CELSO MALDANER,Arquivada
GEOVANIA DE SÁ,"Aguardando Parecer, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Parecer, Tramitando em Conjunto, Transformado em Norma Jurídica, Tramitando em Conjunto"
TIAGO DIMAS,A Proposicao procurada nao existe
ANDRÉ DE PAULA,Aguardando Parecer
WALTER ALVES,"Prioridade (Art. 151, II, RICD), Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto"
JOSÉ RICARDO,A Proposicao procurada nao existe
BACELAR,"Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto"
AROLDO MARTINS,A Proposicao procurada nao existe
ÁTILA LIRA,A Proposicao procurada nao existe
BENEDITA DA SILVA,"Pronta para Pauta, Retirado pelo Autor, Retirado pelo Autor"
POMPEO DE MATTOS,"Tramitando em Conjunto, Tramitando em Conjunto, Urgência (Art. 155, RICD), Retirado pelo Autor, Aguardando Designação de Relator, Prioridade (Art. 151, II, RICD), Aguardando Apreciação pelo Senado Federal, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Arquivada, Urgência (Art. 155, RICD), Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Retirado pelo Autor, Aguardando Parecer, Arquivada, Arquivada, Tramitando em Conjunto, Urgência (Art. 155, RICD), Aguardando Parecer, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Pronta para Pauta, Tramitando em Conjunto, Arquivada, Retirado pelo Autor, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Aguardando Designação de Relator, Arquivada, Retirado pelo Autor, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Aguardando Designação de Relator, Aguardando Parecer, Retirado pelo Autor, Prioridade (Art. 151, II, RICD), Arquivada, Aguardando Parecer, Tramitando em Conjunto, Aguardando Autógrafos na Mesa, Arquivada, Arquivada, Aguardando Designação de Relator, Arquivada, Arquivada, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Pronta para Pauta, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Deliberação, Arquivada, Urgência (Art. 155, RICD), Aguardando Designação de Relator, Arquivada, Arquivada, Arquivada, Aguardando Parecer, Retirado pelo Autor, Prioridade (Art. 151, II, RICD), Aguardando Parecer, Aguardando Designação de Relator, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Retirado pelo Autor, Prioridade (Art. 151, II, RICD), Tramitando em Conjunto, Pronta para Pauta, Aguardando Parecer"
